TI,Completed?,Study Used?,Study ID,Author.Year,Filtered,Database,Authors,Title,Journal,Volume,Issue,Start.Page,End.Page,Electronic.ID,DOI,Year,Initial Notes,Reason for Rejection,Additional Notes,Part of a Long-Term Sampling Project?,"If part of a project, what is the project's name?"
Aaron,Yes,No,664,,Jarrett,ISI,"IBANEZ, F; DAUVIN, JC; ETIENNE, M",COMPARISON OF THE LONG-TERM EVOLUTION (1977-1990) OF 2 MACROBENTHIC COMMUNITIES IN THE BAY-OF-MORLAIX (WESTERN ENGLISH-CHANNEL) - RELATIONS WITH HYDROCLIMATIC FACTORS,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,169,2,181,214,,10.1016/0022-0981(93)90193-R,1993,,,,,
Aaron,Yes,No,679,,Jarrett,ISI,"RYABUSHKO, LI; RYABUSHKO, VI","THE STRUCTURE OF A COMMUNITY OF DIATOM ALGAE OF HARD SUBSTRATA IN THE UPPER INTERTIDAL ZONE OF VOSTOK BAY, THE SEA OF JAPAN",BIOLOGIYA MORYA-MARINE BIOLOGY,,3,14,21,,,1991,,,,,
Aaron,No,,683,,Jarrett,ISI,"TSUTSUMI, H; KIKUCHI, T; TANAKA, M; HIGASHI, T; IMASAKA, K; MIYAZAKI, M",BENTHIC FAUNAL SUCCESSION IN A COVE ORGANICALLY POLLUTED BY FISH FARMING,MARINE POLLUTION BULLETIN,23,,233,238,,10.1016/0025-326X(91)90680-Q,1991,30 year fish farming dataset!,,,,
Aaron,No,,687,,Jarrett,ISI,"SIMENSTAD, CA; SMALL, LF; MCINTIRE, CD",CONSUMPTION PROCESSES AND FOOD WEB STRUCTURE IN THE COLUMBIA RIVER ESTUARY,PROGRESS IN OCEANOGRAPHY,25,1/4/2014,271,297,,10.1016/0079-6611(90)90010-Y,1990,,,,,
Aaron,Yes,Yes,693,,Aaron,Aquatic Commons,"Bedford, D. and Kashiwada, J. and Walls, G.","Biological surveys of Santa Monica Bay artificial reef and Topanga artificial reef.
","California Department of Fish and Game Marine Resources Division
",,,,,,,1996,,,,,
Aaron,Yes,No,695,,Aaron,Aquatic Commons,"Berrios, J. and Timber, J.","Artificial reef research in Puerto Rico.
","Proceedings of the Gulf and Caribbean Fisheries Institute
",47,,458,477,,,2005,,,,,
Aaron,Yes,No,697,,Aaron,Aquatic Commons,"Braun-McNeill, J. and Epperly, S.","Spatial and Temporal Distribution of Sea Turtles in the Western North Atlantic and the U.S. Gulf of Mexico from Marine Recreational Fishery Statistics Survey (MRFSS). 
",Marine Fisheries Review,64,4,50,56,,,2002,,,,,
Aaron,Yes,Yes,702,,Aaron,Aquatic Commons,"Dark, T. and Wilkins, M.","Distribution, Abundance, and Biological Characteristics of Groundfish off the Coast of Washington, Oregon, and California, 1977ÃƒÂ‚Ã‚Â_-1986.
","NOAA/National Marine Fisheries Service
",,,,,,,1994,,,,,
Aaron,Yes,Yes,705,,Aaron,Aquatic Commons,"Grace, M. and Henwood, T.","Assessment of the Distribution and Abundance of Coastal Sharks in the U.S. Gulf of Mexico and Eastern Seaboard, 1995 and 1996.
","Fisheries Review
",59,4,23,32,,,1997,,,,,
Aaron,Yes,Yes,706,,Aaron,Aquatic Commons,"Grace, M., Noble, B., Ingram, W., Pollack, A., Hamilton, A.","FisheryÃƒÂ‚Ã‚Â_independent Bottom Trawl Surveys for DeepÃƒÂ‚Ã‚Â_water Fishes and Invertebrates of the U.S. Gulf of Mexico, 2002ÃƒÂ¢Ã‚Â€Ã‚Â“08. 
","Marine Fisheries Review
",72,4,20,25,,,2010,,,,,
Aaron,No,,708,,Aaron,Aquatic Commons,"Harding, J., Ammann, A. and MacFarlane, R.","Regional and seasonal patterns of epipelagic fish assemblages from the central California Current.
","Fishery Bulletin
",109,3,261,281,,,2011,,,,,
Aaron,No,,723,,Aaron,Aquatic Commons,"Lhomme, F.","Campagnes Nizery: Togo 3 (16 au 18/08/83) et Togo 4 (28 au 30/11/83). Resultats des chalutages.
","Centre de Recherches Oceanographiques, Abidjan",10,1,33,75,,,1984,,,,,
Aaron,No,,728,,Aaron,Aquatic Commons,"Pakhomov, E. and Yamamura, O.","Report of the Advisory Panel on Micronekton Sampling InterÃƒÂ‚Ã‚Â_calibration Experiment.
","North Pacific Marine Science Organization (PICES)
",,,1,109,"PICES Scientific Report, 38",,2012,,,,,
Aaron,Yes,Yes,735,,Aaron,Aquatic Commons,"Solarin, B.","Aspects of the fishing industry and an overview of artificial reefs and fish aggregating devices for increasing fisheries output and viability in Nigeria.
","Conference of the Fisheries Society of Nigeria
",,,241,262,,,1993,,,,,
Alexa,Yes,No,12,Unrein et al. 2014,Alexa,ISI,"Unrein, Fernando; Gasol, Josep M.; Not, Fabrice; Forn, Irene; Massana, Ramon",Mixotrophic haptophytes are key bacterial grazers in oligotrophic coastal waters,ISME JOURNAL,8,1,164,176,,10.1038/ismej.2013.132,2014,abundances,Looking at grazing on bacteria; not sampling diversity at spp level; no resampling,,,
Alexa,,,13,Truong et al. 2014,Alexa,ISI,"Trinh Si-Hai Truong; Cho Nguyen; Nguyen-Ngoc Lam; Jensen, K. Thomas","Seasonal and spatial distribution of mesozooplankton in a tropical estuary, Nha Phu, South Central Viet Nam",BIOLOGIA,69,1,80,91,,10.2478/s11756-013-0289-9,2014,not clear if multiple samples; can't acces pdf,,,,
Alexa,,,32,Rigual-Hernandez et al. 2013,Alexa,ISI,"Rigual-Hernandez, Andres S.; Barcena, Maria A.; Jordan, Richard W.; Sierro, Francisco J.; Flores, Jose A.; Meier, K. J. Sebastian; Beaufort, Luc; Heussner, Serge",Diatom fluxes in the NW Mediterranean: evidence from a 12-year sediment trap record and surficial sediments,JOURNAL OF PLANKTON RESEARCH,35,5,1109,1125,,10.1093/plankt/fbt055,2013,diatom flux; community composition; 1993-2006,,,,
Alexa,Yes,No,36,Zhai et al. 2013,Alexa,ISI,"Zhai, Li; Platt, Trevor; Tang, Charles; Sathyendranath, Shubha; Walne, Antony",The response of phytoplankton to climate variability associated with the North Atlantic Oscillation,DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY,93,,159,168,,10.1016/j.dsr2.2013.04.009,2013,relative abundance,not doing species diversity,,,
Alexa,Yes,No,46,Dauvin et al. 2013,Alexa,ISI,"Dauvin, Jean-Claude; Grimes, Samir; Bakalem, Ali",Marine biodiversity on the Algerian Continental Shelf (Mediterranean Sea),JOURNAL OF NATURAL HISTORY,47,25-28,1745,1765,,10.1080/00222933.2012.752545,2013,can't access on ISI,changed the sampling area (van veen to smith mcintire),,,
Alexa,Yes,No,49,Harrision et al. 2013,Alexa,ISI,"Harrison, W. Glen; Borsheim, K. Yngve; Li, William K. W.; Maillet, Gary L.; Pepin, Pierre; Sakshaug, Egil; Skogen, Morten D.; Yeats, Philip A.",Phytoplankton production and growth regulation in the Subarctic North Atlantic: A comparative study of the Labrador Sea-Labrador/Newfoundland shelves and Barents/Norwegian/Greenland seas and shelves,PROGRESS IN OCEANOGRAPHY,114,,26,45,,10.1016/j.pocean.2013.05.003,2013,compares 2 sites--local and regional components,"Not diversity even though they say ""community composition""â€_more nutrient/chla basedâ€_.use that as a proxy for bloomsâ€_more about productivty, not diversity; model",,,
Alexa,Yes,No,63,Laguionie-Marchais et al. 2013,Alexa,ISI,"Laguionie-Marchais, C.; Billett, D. S. M.; Paterson, G. L. D.; Ruhl, H. A.; Soto, E. H.; Smith, K. L., Jr.; Thatje, S.",Inter-annual dynamics of abyssal polychaete communities in the North East Pacific and North East Atlantic-A family-level study,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,75,,175,186,,10.1016/j.dsr.2012.12.007,2013,,Family level richness and evenness only,,,
Alexa,Yes,No,64,"Delia Vinas et al., 2013",Alexa,ISI,"Delia Vinas, Maria; Mario Negri, Ruben; Daniela Cepeda, Georgina; Hernandez, Daniel; Silva, Ricardo; Cristina Daponte, Maria; Lia Capitanio, Fabiana",Seasonal succession of zooplankton in coastal waters of the Argentine Sea (Southwest Atlantic Ocean): prevalence of classical or microbial food webs,MARINE BIOLOGY RESEARCH,9,4,371,382,,10.1080/17451000.2012.745003,2013,seasonal changes,"Only look at one year, show relative abundances, were not able to get down to species for everything",,,
Alexa,Yes,No,73,Guilini et al. 2013,Alexa,ISI,"Guilini, Katja; Veit-Koehler, Gritta; De Troch, Marleen; Van Gansbeke, Dirk; Vanreusel, Ann",Latitudinal and temporal variability in the community structure and fatty acid composition of deep-sea nematodes in the Southern Ocean,PROGRESS IN OCEANOGRAPHY,110,,80,92,,10.1016/j.pocean.2013.01.002,2013,more seasonal--> fall 2007-spring 2008,Only sampled for a few months,,,
Alexa,,,79,Jin et al. 2013,Alexa,ISI,Jin XianShi; Shan XiuJuan; Li XianSen; Wang Jun; Cui Yi; Zuo Tao,"Long-term changes in the fishery ecosystem structure of Laizhou Bay, China",SCIENCE CHINA-EARTH SCIENCES,56,3,366,374,,10.1007/s11430-012-4528-7,2013,,,,,
Alexa,,,93,Valdiva et al. 2013,Alexa,ISI,"Valdivia, Nelson; Gonzalez, Andres E.; Manzur, Tatiana; Broitman, Bernardo R.",Mesoscale Variation of Mechanisms Contributing to Stability in Rocky Shore Communities,PLOS ONE,8,1,,,e54159,10.1371/journal.pone.0054159,2013,abundances,,,,
Alexa,Yes,No,96,Michonneau et al. 2013,Alexa,ISI,"Michonneau, Francois; Helena Borrero-Perez, Giomar; Honey, Magali; Kamarudin, Kamarul Rahim; Kerr, Alexander M.; Kim, Sun; Menez, Marie Antonette; Miller, Allison; Adrian Ocha, Julio; Olavides, Ronald D.; Paulay, Gustav; Samyn, Yves; Setyastuti, Ana; Solis-Marin, Francisco; Starmer, John; Vandenspiegel, Didier",The littoral sea cucumbers (Echinodermata: Holothuroidea) of Guam re-assessed - a diversity curve that still does not asymptote,CAHIERS DE BIOLOGIE MARINE,54,4,531,540,,,2013,,"This is just a list of species, who discovered them, when they were discovered etc.  It's a series of species descriptions",,,
Alexa,Yes,No,115,Esquete et al. 2013,Alexa,ISI,"Esquete, Patricia; Bamber, Roger N.; Moreira, Juan; Troncoso, Jesus S.",PYCNOGONIDS (ARTHROPODA: PYCNOGONIDA) IN SEAGRASS MEADOWS: THE CASE OF O GROVE INLET (NW IBERIAN PENINSULA),THALASSAS,29,1,25,33,,,2013,not available on ISI,The focus is more on intra-annual; no data a full year apart; data collected in different years had different methods,,,
Alexa,,,119,Aubry et al. 2012,Alexa,ISI,"Aubry, Fabrizio Bernardi; Cossarini, Gianpiero; Acri, Francesco; Bastianini, Mauro; Bianchi, Franco; Camatti, Elisa; De Lazzari, Amelia; Pugnetti, Alessandra; Solidoro, Cosimo; Socal, Giorgio",Plankton communities in the northern Adriatic Sea: Patterns and changes over the last 30 years,ESTUARINE COASTAL AND SHELF SCIENCE,115,,125,137,,10.1016/j.ecss.2012.03.011,2012,,,,,
Alexa,Yes,No,124,Schulz et al. 2012,Alexa,ISI,"Schulz, Jan; Peck, Myron A.; Barz, Kristina; Schmidt, Joern Oliver; Hansen, Frank C.; Peters, Janna; Renz, Jasmin; Dickmann, Miriam; Mohrholz, Volker; Dutz, Jorg; Hirche, Hans-Juergen",Spatial and temporal habitat partitioning by zooplankton in the Bornholm Basin (central Baltic Sea),PROGRESS IN OCEANOGRAPHY,107,,3,30,,10.1016/j.pocean.2012.07.002,2012,,"""at least 500 specimens from each sample were enumerated""; also, they did not go down to species for all and had a focus on abundant taxa",,,
Alexa,Yes,No,129,Enge et al. 2012,Alexa,ISI,"Enge, Annekatrin J.; Kucera, Michal; Heinz, Petra",Diversity and microhabitats of living benthic foraminifera in the abyssal Northeast Pacific,MARINE MICROPALEONTOLOGY,96-97,,84,104,,10.1016/j.marmicro.2012.08.004,2012,,"They used different sampling methods.  In 2007, they use three inches of sediment and in 2009 they used  five inches.  Also, they sampled in different months (September and May) and the 2007 sample was treated with a radio isotope",,,
Alexa,,,130,Pacheco et al. 2012,Alexa,ISI,"Pacheco, Aldo S.; Riascos, Jose M.; Orellana, Fernanda; Oliva, Marcelo E.",El Nino-Southern Oscillation cyclical modulation of macrobenthic community structure in the Humboldt Current ecosystem,OIKOS,121,12,2097,2109,,10.1111/j.1600-0706.2012.20257.x,2012,,,,,
Alexa,Yes,No,140,Rodrigues et al. 2012,Alexa,ISI,"Rodrigues, Ana Maria; Quintino, Victor; Pereira, Fabio; Freitas, Rosa",Alterations in macroinvertebrate spatial patterns in coastal lagoons: Obidos (NW coast of Portugal) 1984 versus 2002,ESTUARINE COASTAL AND SHELF SCIENCE,110,,176,189,,10.1016/j.ecss.2012.05.024,2012,,Change sampling method when they re-sampled in 2012 (changed area and the type of dredge); Also the sampling month changed from March to July,,,
Alexa,Yes,No,149,De Moura et al. 2012,Alexa,ISI,"De Moura Barboza, Carlos Alberto; Borges, Michela",A checklist of the extant species of ophiuroids (Echinodermata: Ophiuroidea) from Brazilian waters,ZOOTAXA,,3447,1,21,,,2012,checklist--might not be totally appropraite; not available on ISI,Just a list of extant species and who discovered them over time,,,
Alexa,Yes,No,165,Licandro et al. 2012,Alexa,ISI,"Licandro, P.; Souissi, S.; Ibanez, F.; Cane, C.",Long-term variability and environmental preferences of calycophoran siphonophores in the Bay of Villefranche (north-western Mediterranean),PROGRESS IN OCEANOGRAPHY,97,,152,163,,10.1016/j.pocean.2011.11.004,2012,,Only looking at the main species,,,
Alexa,,,168,Guijarro et al. 2012,Alexa,ISI,"Guijarro, Beatriz; Fanelli, Emanuela; Moranta, Joan; Cartes, Joan E.; Massuti, Enric",Small-scale differences in the distribution and population dynamics of pandalid shrimps in the western Mediterranean in relation to environmental factors,FISHERIES RESEARCH,119,,33,47,,10.1016/j.fishres.2011.12.001,2012,,,,,
Daniel,Yes,No,174,"CortÃ©s, Jorge 2012",Daniel,ISI,"CortÃ©s, Jorge","Historia de la investigaciÃƒÂƒÃ‚Â_n marino-costera en BahÃƒÂƒÃ‚Â_a Culebra, PacÃƒÂƒÃ‚Â_fico Norte, Guanacaste, Costa Rica",Revista de BiologÃƒÂƒÃ‚Â_a Tropical,60,Suppl. v. 2,19,37,,,2012,,"Diary of what is there and what is not; not looking at diversity over time, just recorded species through time",,,
Alexa,Yes,No,186,,Daniel,ISI,"Verleyen, Elie; Hodgson, Dominic A.; Gibson, John; Imura, Satoshi; Kaup, Enn; Kudoh, Sakae; De Wever, Aaike; Hoshino, Tamotsu; McMinn, Andrew; Obbels, Dagmar; Roberts, Donna; Roberts, Steve; Sabbe, Koen; Souffreau, Caroline; Tavernier, Ines; van Nieuwenhuyze, Wim; van Ranst, Eric; Vindevogel, Nicole; Vyverman, Wim",Chemical limnology in coastal East Antarctic lakes: monitoring future climate change in centres of endemism and biodiversity,ANTARCTIC SCIENCE,24,1,23,33,,10.1017/S0954102011000642,2012,Modeling and prediction,aquatic,,,
Alexa,Yes,No,202,,Daniel,ISI,"Ohman, Mark D.; Rau, Greg H.; Hull, Pincelli M.",Multi-decadal variations in stable N isotopes of California Current zooplankton,DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,60,,46,55,,10.1016/j.dsr.2011.11.003,2012,El niÃƒÂƒÃ‚Â±o related,Only looking at four species,,,
Alexa,,,223,,Daniel,ISI,"Batten, Sonia D.; Walne, Anthony W.",Variability in northwards extension of warm water copepods in the NE Pacific,JOURNAL OF PLANKTON RESEARCH,33,11,1643,1653,,10.1093/plankt/fbr065,2011,,,,,
Alexa,Yes,No,228,,Daniel,ISI,"Barnes, David K. A.; Souster, Terri",Reduced survival of Antarctic benthos linked to climate-induced iceberg scouring,NATURE CLIMATE CHANGE,1,7,365,368,,10.1038/NCLIMATE1232,2011,,"Mortality, not diversity; look at single species as model taxon",,,
Alexa,,,230,,Daniel,ISI,"Jelbart, J. E.; Schreider, M.; MacFarlane, G. R.",An investigation of benthic sediments and macrofauna within pearl farms of Western Australia,AQUACULTURE,319,3/4/2014,466,478,,10.1016/j.aquaculture.2011.07.011,2011,,,,,
Alexa,Yes,No,232,,Daniel,ISI,"Simpson, Stephen D.; Jennings, Simon; Johnson, Mark P.; Blanchard, Julia L.; Schoen, Pieter-Jan; Sims, David W.; Genner, Martin J.",Continental Shelf-Wide Response of a Fish Assemblage to Rapid Warming of the Sea,CURRENT BIOLOGY,21,18,1565,1570,,10.1016/j.cub.2011.08.016,2011,,Common Species onlyâ€_..graph makes no freaking sense,,,
Alexa,Yes,No,246,,Daniel,ISI,"Cheung, William W. L.; Dunne, John; Sarmiento, Jorge L.; Pauly, Daniel",Integrating ecophysiology and plankton dynamics into projected maximum fisheries catch potential under climate change in the Northeast Atlantic,ICES JOURNAL OF MARINE SCIENCE,68,6,1008,1018,,10.1093/icesjms/fsr012,2011,Projection,"Predictive Model, only give data for present spp richness in a color map graph thingymajig",,,
Alexa,,,247,,Daniel,ISI,"Dijkstra, Jennifer A.; Westerman, Erica L.; Harris, Larry G.","The effects of climate change on species composition, succession and phenology: a case study",GLOBAL CHANGE BIOLOGY,17,7,2360,2369,,10.1111/j.1365-2486.2010.02371.x,2011,,,,,
Alexa,Yes,No,262,,Daniel,ISI,"Colvard, Nicholas B.; Edmunds, Peter J.",Decadal-scale changes in abundance of non-scleractinian invertebrates on a Caribbean coral reef,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,397,2,153,160,,10.1016/j.jembe.2010.11.015,2011,,"Looked at ""conspicuous taxa"" because they used photoquadrats.  Also gave relative abundances only by class, but given the statistical infromation provided, they did ID to species",,,
Alexa,Yes,No,313,,Jillian,ISI,"Conlan, K. E.; Kim, S. L.; Thurber, A. R.; Hendrycks, E.","Benthic changes at McMurdo Station, Antarctica following local sewage treatment and regional iceberg-mediated productivity decline",MARINE POLLUTION BULLETIN,60,3,419,432,,10.1016/j.marpolbul.2009.10.009,2010,I think extraction will be difficult as no absolute abundances or richnesses are given. And data are biased towards having some measure of abundances with those species which were correlated with proximity to the sewage outfall.,"Do relative abundance, but only 37% of taxa were identtified to species",,,
Alexa,Yes,No,318,,Jillian,ISI,"Buyukates, Yesim; Inanmaz, Ozgur Emek","The Annual Mesozooplankton Dynamics and Influence of Environmental Parameters in an Urbanized Harbor (Kepez Harbor-Dardanelles Strait, Turkey)",EKOLOJI,19,74,60,68,,,2010,,"Abundances are done by group except for the copepods, which is done by species; April to March--not a full yearâ€_",,,
Alexa,Yes,No,320,,Jillian,ISI,"Fodrie, F. Joel; Heck, Kenneth L., Jr.; Powers, Sean P.; Graham, William M.; Robinson, Kelly L.","Climate-related, decadal-scale assemblage changes of seagrass-associated fishes in the northern Gulf of Mexico",GLOBAL CHANGE BIOLOGY,16,1,48,59,,10.1111/j.1365-2486.2009.01889.x,2010,Relative abundances.,"Methods from 70s and 00s are not totally comparable; presented relative abundances, but were not able to identify some down to species",,,
Alexa,,,328,,Jillian,ISI,"Hewitt, Judi E.; Thrush, Simon F.","Empirical evidence of an approaching alternate state produced by intrinsic community dynamics, climatic variability and management actions",MARINE ECOLOGY PROGRESS SERIES,413,,267,276,,10.3354/meps08626,2010,But it is unclear where the present the richness data. Looks like it's given as percent change between time points.,,,,
Alexa,Yes,No,332,,Jillian,S,"Lotze, Heike K.",HISTORICAL RECONSTRUCTION OF HUMAN-INDUCED CHANGES IN US ESTUARIES,"OCEANOGRAPHY AND MARINE BIOLOGY: AN ANNUAL REVIEW, VOL 48",48,,267,338,,,2010,"Review of changes in very broad taxonomic groups - mammals, birds, reptiles, fish, inverts, vegetaion, humans. Probably not usable.","Review of estuaries.  Looking at broad taxonomic groups, have some fishery landings data for some species, information on extirpation, etc, but not diversity at the spp level",,,
Alexa,,,337,,Jillian,ISI,"Peterson, William T.",COPEPOD SPECIES RICHNESS AS AN INDICATOR OF LONG-TERM CHANGES IN THE COASTAL ECOSYSTEM OF THE NORTHERN CALIFORNIA CURRENT,CALIFORNIA COOPERATIVE OCEANIC FISHERIES INVESTIGATIONS REPORTS,50,,73,81,,,2009,,,,,
Alexa,,,343,,Jillian,ISI,"Baker, Rebekah Duncan; Hallock, Pamela; Moses, Elizabeth F.; Williams, Dana E.; Ramirez, Alexa","LARGER FORAMINIFERS OF THE FLORIDA REEF TRACT, USA: DISTRIBUTION PATTERNS ON REEF-RUBBLE HABITATS",JOURNAL OF FORAMINIFERAL RESEARCH,39,4,267,277,,,2009,Diversity of forams only and unsure if it is usable. Also could not access full text.,,,,
Alexa,Yes,No,346,,Jillian,ISI,"Krause, Jeffrey W.; Lomas, Michael W.; Nelson, David M.",Biogenic silica at the Bermuda Atlantic Time-series Study site in the Sargasso Sea: Temporal changes and their inferred controls based on a 15-year record,GLOBAL BIOGEOCHEMICAL CYCLES,23,,,,GB3004,10.1029/2008GB003236,2009,Could not access full text. Not sure if they looked at richness.,"Just looking at changes in biogenic silica (I think as an indicator of community changes), but did not do anything with species richness or community composition",,,
Alexa,Yes,No,353,,Jillian,ISI,"Gifford, Dian J.; Collie, Jeremy S.; Steele, John H.",Functional diversity in a marine fish community,ICES JOURNAL OF MARINE SCIENCE,66,5,791,796,,10.1093/icesjms/fsp076,2009,,"Did not include ""rare"" species, only used the 35 spp that made up 95% of the biomass and did Shannon with that",,,
Alexa,Yes,No,358,,Jillian,ISI,"Frid, C. L. J.; Garwood, P. R.; Robinson, L. A.",Observing change in a North Sea benthic system: A 33 year time series,JOURNAL OF MARINE SYSTEMS,77,3,227,236,,10.1016/j.jmarsys.2008.01.011,2009,Genera richness,"Genera richness; they mentioned that they identified what they could to species, so perhaps this is a mail the author and not a reject?",,,
Alexa,,,360,,Jillian,ISI,"Primo, Ana Ligia; Azeiteiro, Ulisses Miranda; Marques, Sonia Cotrim; Martinho, Filipe; Pardal, Miguel Angelo",Changes in zooplankton diversity and distribution pattern under varying precipitation regimes in a southern temperate estuary,ESTUARINE COASTAL AND SHELF SCIENCE,82,2,341,347,,10.1016/j.ecss.2009.01.019,2009,,,,,
