"QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori.","Year.of.Event","Notes","Source","Site","PltSz","PltSz..units.","event_category","expected_change","event_notes","PlotSize","PlotSizeUnits","id","taxa","samp_method","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","temp_id","Scale","AbundUnitsOrig","study_sub_site","studyName","PltSzUnits","SiAreaCalc","SiLinearExtentUnits","Event_type","Lat","Long","A_priori","Year_of_Event"
"JD","19","Elahi et al. 2013","TI",NA,NA,"sessile rockwall taxa (algae and invertebrates)","rocky subtidal","San Juan Islands, Wa, USa","No",NA,"No",NA,"Photograph area used for analysis = 36*25 cm^2","Fig2","Shady Cove, Friday Harbor laboratories",900,"cm^2",NA,NA,"",0.09,"m^2",1798,"Mixed","Vis",4,NA,NA,NA,NA,NA,1970,3,7.720178372,2.090301003,"SD",1.233815193,0.531462585,"SD",NA,NA,NA,0.594701443,0.209662566,"SD",2.090301003,0.531462585,NA,0.209662566,4,NA,NA,NA,NA,NA,2011,3,13.74024526,2.759197324,"SD",1.88574263,0.262188209,"SD",NA,NA,NA,0.724088748,0.070364501,"SD",2.759197324,0.262188209,NA,0.070364501,41,6.020066888,2.99563203897789,2.13636401450617,0.785253200154807,0.576491667756561,0.0284087907319384,2.13636401450617,0.811008137214937,0.651927437,0.0877987840483775,1.35136659504196,0.614136979637207,0.424210559777767,0.0512186425590977,1.35136659504196,0.660350930115748,0.129387305,0.0122273886456708,0.718692279651652,0.53228241205193,0.196854461840786,0.0334338693810889,0.718692279651652,0.556142164920553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","AG-CC",1570,"cm^3",NA,NA,"",0.00157,"m^3",475,"Mixed","Drdg",3,0,212.3333333,"36.11555528","SD",NA,2008,NA,12,3,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,0,196.6666667,"20.0333056","SD",NA,2009,NA,8,1,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,-4,3.33333333333333,-1.42729929292222,0.836431939298022,-0.405465108108164,0.0260416666666667,-1.42729929292222,0.902486558245076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","AG-CW",1570,"cm^3",NA,NA,"",0.00157,"m^3",476,"Mixed","Drdg",3,0,80,"23.8117618","SD",NA,2008,NA,24.66666667,3.055050463,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.055050463,NA,NA,NA,3,0,67.33333333,"17.21433511","SD",NA,2009,NA,27,3.605551275,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,3.605551275,NA,NA,NA,1,2.33333333,7.44444444271021,0.557128108244893,0.692532644083044,0.0903840613331339,0.0110574371462675,0.557128108244893,0.661985749468819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","BB-N",1570,"cm^3",NA,NA,"",0.00157,"m^3",477,"Mixed","Drdg",3,0,425,"33.04542328","SD",NA,2008,NA,16.66666667,1.154700538,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.154700538,NA,NA,NA,3,0,306,"84.66404195","SD",NA,2009,NA,16.66666667,1.527525232,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.527525232,NA,NA,NA,1,0,1.22222222228471,0,0.666666666666667,0,0.00439999999846497,0,0.636619772367581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","LS-E",1570,"cm^3",NA,NA,"",0.00157,"m^3",478,"Mixed","Drdg",3,0,284,"67.10439628","SD",NA,2008,NA,35.33333333,6.027713773,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.027713773,NA,NA,NA,3,0,416,"94.42986816","SD",NA,2009,NA,28.33333333,2.516611478,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.516611478,NA,NA,NA,1,-7,14.2222222201384,-1.20922952323826,0.788519669989253,-0.220787837645058,0.0123307189820863,-1.20922952323826,0.810507948111043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","LS-W",1570,"cm^3",NA,NA,"",0.00157,"m^3",479,"Mixed","Drdg",3,0,179.3333333,"21.77919497","SD",NA,2008,NA,40,5.567764363,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.567764363,NA,NA,NA,3,0,263,"10.53565375","SD",NA,2009,NA,37,4.582575695,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.582575695,NA,NA,NA,1,-3,17.3333333340992,-0.469434109042885,0.685030698561074,-0.0779615414697118,0.0115715546632638,-0.469434109042885,0.654804665050104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","MD-C",1570,"cm^3",NA,NA,"",0.00157,"m^3",480,"Mixed","Drdg",3,0,147.6666667,"22.05296654","SD",NA,2008,NA,27.66666667,6.658328118,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.658328118,NA,NA,NA,3,0,86.66666667,"10.69267662","SD",NA,2009,NA,19.66666667,5.033222957,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,5.033222957,NA,NA,NA,1,-8,23.2222222206071,-1.08151495864416,0.764139550480923,-0.341303163841869,0.0411389468747891,-1.08151495864416,0.736622807037477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","MS-C",1570,"cm^3",NA,NA,"",0.00157,"m^3",481,"Mixed","Drdg",3,0,82,"10.58300524","SD",NA,2008,NA,23.66666667,6.658328118,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.658328118,NA,NA,NA,3,0,427.6666667,"21.00793501","SD",NA,2009,NA,11,1.732050808,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.732050808,NA,NA,NA,1,-12.66666667,15.7777777761476,-2.07746567332375,1.02632196865321,-0.76617231571568,0.0346481168396978,-2.07746567332375,1.24195867299768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","NW-C",1570,"cm^3",NA,NA,"",0.00157,"m^3",482,"Mixed","Drdg",3,0,905,"142.3130352","SD",NA,2008,NA,23.66666667,4.932882862,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,4.932882862,NA,NA,NA,3,0,467.6666667,"93.4576553","SD",NA,2009,NA,39.66666667,1.527525232,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.527525232,NA,NA,NA,1,16,8.88888888820332,3.49615497802947,1.68525830253336,0.516443616013402,0.0149755690869144,3.49615497802947,2.27133574922948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","NW-E",1570,"cm^3",NA,NA,"",0.00157,"m^3",483,"Mixed","Drdg",3,0,356.3333333,"1.527525232","SD",NA,2008,NA,36,2.645751311,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.645751311,NA,NA,NA,3,0,377.3333333,"50.083264","SD",NA,2009,NA,25.66666667,2.081665999,"SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.081665999,NA,NA,NA,1,-10.33333333,3.77777777701696,-3.46351176475313,1.66632614538195,-0.338325805140666,0.00399302410321735,-3.46351176475313,1.64407433240572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"32","Rigual-Hernandez et al 2013","JD",NA,NA,"diatoms","pelagic","Gulf of Lions","No",NA,"No",NA,"January has the longest time difference with matching sampling methods (days sampled). A minimum of 400 diatoms were counted per sample, so this was used as the number of individuals counted. Got plot size by googling PPS3 sediment trap.","supplementary data + R script","Planier site",0.125,"m^2",NA,NA,"",0.125,"m^2",2399,"phytoplankton","Trp",1,0,400,NA,NA,NA,1994,1,31,NA,NA,1.951657,NA,NA,0.6601088,NA,NA,0.5683356,NA,NA,NA,NA,NA,NA,1,0,400,NA,NA,NA,2006,1,31,NA,NA,2.03069,NA,NA,0.6977763,NA,NA,0.5859333,NA,NA,NA,NA,NA,NA,12,0,NA,NA,NA,0,NA,NA,NA,0.0790329999999999,NA,NA,NA,0.0396968814404,NA,NA,NA,0.0175976999999999,NA,NA,NA,0.030493871261791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","34","Felix-Hackradt et al. 2013","TI",NA,NA,"fish recruits","coral reef","SW Mediterranean Sea","No",NA,"No",NA,"Number of replicates = 3 light traps for each of the 18 trap locations. Recruits and settling fishes were tabulated separately and so they were treated as two sub taxonomic groups in recording the data for this study.","Table 1 and diversity calcs","Cape of Palos and Grosa Island - Recruits",20,"m^2",NA,NA,"",20,"m^2",1816,"fish","Trp",54,NA,25289,NA,NA,NA,2009,NA,30,NA,NA,2.356521,NA,NA,0.8642006,NA,NA,0.6439157,NA,NA,NA,NA,NA,NA,54,NA,44496,NA,NA,NA,2010,NA,41,NA,NA,2.274022,NA,NA,0.856802,NA,NA,0.6546984,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,0.312374685042152,NA,NA,NA,-0.0824989999999999,NA,NA,NA,-0.0356363089994853,NA,NA,NA,0.0107827,NA,NA,NA,0.0166068546616377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","34","Felix-Hackradt et al. 2013","TI",NA,NA,"fish settlers","coral reef","SW Mediterranean Sea","No",NA,"No",NA,"Number of replicates = 3 light traps for each of the 18 trap locations. Recruits and settling fishes were tabulated separately and so they were treated as two sub taxonomic groups in recording the data for this study.","Table 1 and diversity calcs","Cape of Palos and Grosa Island - Settlers",20,"m^2",NA,NA,"",20,"m^2",1817,"fish","Trp",54,NA,4216,NA,NA,NA,2009,NA,22,NA,NA,1.990371,NA,NA,0.8149269,NA,NA,0.6928503,NA,NA,NA,NA,NA,NA,54,NA,26342,NA,NA,NA,2010,NA,36,NA,NA,2.346124,NA,NA,0.860127,NA,NA,0.6123542,NA,NA,NA,NA,NA,NA,1,14,NA,NA,NA,0.492476485097794,NA,NA,NA,0.355753,NA,NA,NA,0.164443551238548,NA,NA,NA,-0.0804961000000001,NA,NA,NA,-0.123503085272442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","BB",0.1,"m^2",NA,NA,"",0.1,"m^2",1523,"Mixed","Drdg",1,3,4872.4982,NA,NA,NA,1997,6,10.38180113,4.907294528,"SD",1.236790987,0.456478542,"SD",NA,NA,NA,0.605853873,0.204683345,"SD",4.907294528,0.456478542,NA,0.204683345,1,3,153.3361288,NA,NA,NA,2010,6,0.504690432,NA,"SD",1.659155659,0,NA,NA,NA,NA,0.029342723,0,"SD",NA,NA,NA,0,13,-9.877110698,NA,NA,NA,-3.02386442556517,NA,NA,NA,0.422364672,NA,NA,NA,0.293788722341044,NA,NA,NA,-0.57651115,0.041895271720389,NA,NA,-3.02759424646753,0.114137730918244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","BI",0.1,"m^2",NA,NA,"",0.1,"m^2",1528,"Mixed","Drdg",1,3,57.07981086,NA,NA,NA,2002,6,7.435272045,NA,"SD",1.912069412,0.0453,"SD",NA,NA,NA,0.767752347,0,"SD",NA,0.0453,NA,0,1,3,4.245798837,NA,NA,NA,2008,6,10.21013133,NA,"SD",1.509324009,0,NA,NA,NA,NA,0.561473005,0,"SD",NA,NA,NA,0,6,2.774859285,NA,NA,NA,0.317145325952572,NA,NA,NA,-0.402745403,NA,NA,NA,-0.236524242886535,NA,NA,NA,-0.206279342,0,NA,NA,-0.31290351985876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","CB",0.1,"m^2",NA,NA,"",0.1,"m^2",1531,"Mixed","Drdg",1,3,37.67898635,NA,NA,NA,1998,6,5.05065666,NA,"SD",1.463869464,0.119,"SD",NA,NA,NA,1.061619718,0,"SD",NA,0.119,NA,0,1,3,3.754879605,NA,NA,NA,2010,6,7.696060038,NA,"SD",2.301476301,0,NA,NA,NA,NA,0.872359155,0,"SD",NA,NA,NA,0,12,2.645403378,NA,NA,NA,0.421190248011352,NA,NA,NA,0.837606837,NA,NA,NA,0.452467539395309,NA,NA,NA,-0.189260563,0,NA,NA,-0.196349842584542,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","EA",0.1,"m^2",NA,NA,"",0.1,"m^2",1541,"Mixed","Drdg",1,3,35.61822751,NA,NA,NA,2000,6,6.662288931,NA,"SD",1.574203574,0.24,"SD",NA,NA,NA,0.943661972,0,"SD",NA,0.24,NA,0,1,3,125.8816481,NA,NA,NA,2004,6,4.43902439,NA,"SD",1.934602435,0,NA,NA,NA,NA,0.794747653,0,"SD",NA,NA,NA,0,4,-2.223264541,NA,NA,NA,-0.4060284885225,NA,NA,NA,0.360398861,NA,NA,NA,0.206152368340455,NA,NA,NA,-0.148914319,0,NA,NA,-0.171743374854256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","EB",0.1,"m^2",NA,NA,"",0.1,"m^2",1546,"Mixed","Drdg",1,3,1590.88955,NA,NA,NA,1998,6,3.840994371,2.937805693,"SD",1.233941984,0.728420056,"SD",NA,NA,NA,0.528169014,0.353030661,"SD",2.937805693,0.728420056,NA,0.353030661,1,3,79.37098707,NA,NA,NA,2009,6,1.373358349,NA,"SD",1.671328671,0,NA,NA,NA,NA,0.636590376,0,"SD",NA,NA,NA,0,11,-2.467636022,NA,NA,NA,-1.02847219404023,NA,NA,NA,0.437386687,NA,NA,NA,0.303405011683685,NA,NA,NA,0.108421362,0.124630647606097,NA,NA,0.186710062163147,0.446764867401514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","PB",0.1,"m^2",NA,NA,"",0.1,"m^2",1551,"Mixed","Drdg",1,3,9890.710764,NA,NA,NA,1997,6,5.343964978,3.14082857,"SD",1.052188552,0.271870463,"SD",NA,NA,NA,0.629499218,0.197973231,"SD",3.14082857,0.271870463,NA,0.197973231,1,3,7016.121807,NA,NA,NA,2007,6,4.375547217,3.787375402,"SD",1.560519727,0.231760426,NA,NA,NA,NA,0.5323259,0.242935041,"SD",3.787375402,NA,NA,0.242935041,10,-0.968417761,24.2090165418029,NA,NA,-0.199936292535522,1.09465543951331,NA,NA,0.508331175,NA,NA,NA,0.394146593915308,NA,NA,NA,-0.097173318,0.098210834338251,NA,NA,-0.167668715460366,0.307175219320927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","PS",0.1,"m^2",NA,NA,"",0.1,"m^2",1554,"Mixed","Drdg",1,3,4282.99957,NA,NA,NA,1998,6,3.351782364,2.476863716,"SD",1.48996374,0.177188762,"SD",NA,NA,NA,0.714862089,0.015872555,"SD",2.476863716,0.177188762,NA,0.015872555,1,3,8.410857704,NA,NA,NA,2009,6,6.425,NA,"SD",1.364672365,0,NA,NA,NA,NA,0.657717136,0,"SD",NA,NA,NA,0,11,3.073217636,NA,NA,NA,0.650704377476947,NA,NA,NA,-0.125291375,NA,NA,NA,-0.0878374099056502,NA,NA,NA,-0.057144953,0.000251938002228025,NA,NA,-0.0833146871722936,0.000493002531618267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Y","53","Kelmo et al. 2013","MH",NA,NA,"Foraminefera","coral reef","Brazil","Yes","El Nino in 97-8 but no change in any other year","No",NA,"Foraminefera","Fig 2a ","Northern Bahia",50,"cm^3","El Nino","Uncertain","",5e-05,"m^3",819,"Mixed","Drdg",40,NA,NA,NA,NA,NA,1995,4,18.28571429,1.428571429,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.03507903176304,NA,NA,NA,40,NA,NA,NA,NA,NA,2011,4,6.514285714,1.6,"SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1192885125388,NA,NA,NA,16,-11.771428576,4.6008163277551,-1.215303587581,0.0592310175624204,-1.03212254767751,0.0664297698631643,-1.215303587581,0.0597010173242201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., June: June - Sept)","Table 2","High tide monsoon",20,"m",NA,NA,"",20,"m",2659,"fish","Trwl",48,0,NA,NA,NA,NA,2009,1,16,NA,NA,1.9446063,NA,NA,0.7936153,NA,NA,0.7013685,NA,NA,NA,NA,NA,NA,48,0,NA,NA,NA,NA,2011,1,18,NA,NA,1.8591193,NA,NA,0.773732,NA,NA,0.6432112,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,0.117783035656383,NA,NA,NA,-0.0854870000000001,NA,NA,NA,-0.0449566591615158,NA,NA,NA,-0.0581573,NA,NA,NA,-0.0865602958694681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., October: October - January)","Table 2","High tide post monsoon",20,"m",NA,NA,"",20,"m",2661,"fish","Trwl",48,0,NA,NA,NA,NA,2008,10,24,NA,NA,2.4187725,NA,NA,0.880952,NA,NA,0.7610861,NA,NA,NA,NA,NA,NA,48,0,NA,NA,NA,NA,2010,10,13,NA,NA,1.4473663,NA,NA,0.692202,NA,NA,0.5642865,NA,NA,NA,NA,NA,NA,2,-11,NA,NA,NA,-0.613104472886409,NA,NA,NA,-0.9714062,NA,NA,NA,-0.513514620027804,NA,NA,NA,-0.1967996,NA,NA,NA,-0.29918439082229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., February: February - May)","Table 2","High tide pre-monsoon",20,"m",NA,NA,"",20,"m",2657,"fish","Trwl",48,0,NA,NA,NA,NA,2009,2,16,NA,NA,2.0038775,NA,NA,0.8109182,NA,NA,0.722746,NA,NA,NA,NA,NA,NA,48,0,NA,NA,NA,NA,2011,2,15,NA,NA,1.7551135,NA,NA,0.7762377,NA,NA,0.6481097,NA,NA,NA,NA,NA,NA,2,-1,NA,NA,NA,-0.0645385211375712,NA,NA,NA,-0.248764,NA,NA,NA,-0.132550526418396,NA,NA,NA,-0.0746363,NA,NA,NA,-0.108997874316208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., June: June - Sept)","Table 2","Low tide monsoon",20,"m",NA,NA,"",20,"m",2665,"fish","Trwl",48,0,NA,NA,NA,NA,2009,1,10,NA,NA,1.3737414,NA,NA,0.6087028,NA,NA,0.5966083,NA,NA,NA,NA,NA,NA,48,0,NA,NA,NA,NA,2011,1,7,NA,NA,1.1156983,NA,NA,0.5571558,NA,NA,0.5733555,NA,NA,NA,NA,NA,NA,2,-3,NA,NA,NA,-0.356674943938732,NA,NA,NA,-0.2580431,NA,NA,NA,-0.208057479570773,NA,NA,NA,-0.0232528,NA,NA,NA,-0.0397548409701319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., October: October - January)","Table 2","Low tide post monsoon",20,"m",NA,NA,"",20,"m",2667,"fish","Trwl",48,0,NA,NA,NA,NA,2008,10,11,NA,NA,1.1129073,NA,NA,0.5566227,NA,NA,0.4641184,NA,NA,NA,NA,NA,NA,48,0,NA,NA,NA,NA,2010,10,7,NA,NA,0.6835961,NA,NA,0.326154,NA,NA,0.3512989,NA,NA,NA,NA,NA,NA,2,-4,NA,NA,NA,-0.451985123743057,NA,NA,NA,-0.4293112,NA,NA,NA,-0.487363813262704,NA,NA,NA,-0.1128195,NA,NA,NA,-0.278502264049098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., February: February - May)","Table 2","Low tide pre-monsoon",20,"m",NA,NA,"",20,"m",2663,"fish","Trwl",48,0,NA,NA,NA,NA,2009,2,6,NA,NA,0.8498337,NA,NA,0.38206,NA,NA,0.4743012,NA,NA,NA,NA,NA,NA,48,0,NA,NA,NA,NA,2011,2,4,NA,NA,0.4892384,NA,NA,0.230422,NA,NA,0.3529109,NA,NA,NA,NA,NA,NA,2,-2,NA,NA,NA,-0.405465108108164,NA,NA,NA,-0.3605953,NA,NA,NA,-0.552190787048888,NA,NA,NA,-0.1213903,NA,NA,NA,-0.295626945783569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JD","59","Robinson et al. 2013","TI",4,"mm","fish","seagrass","Barkley Sound, BC","No",NA,"No",NA,"9.2 m long beach seine with 4 mm stretch mesh and a 3.1 m drop. Triplicate beach seines we used so plot area calculated as 9.2(length)*3.1(drop?)* 3(nets)","Figure 3","Meadow HI",85.56,"m^3",NA,NA,"",85.56,"m^3",1832,"fish","Trp",1,3,NA,NA,NA,NA,2004,NA,18.98744912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2011,NA,21.44165536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2.45420624,NA,NA,NA,0.121557353916736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
