"CitationID","StudyID","Site","Latitude","Longitude","DepthElevation","Day","Month","Year","Genus","Species","GenusSpecies","Taxa","Organism","ObsEventID","ObsID","RepeatType","Treatment","ScaleValue","ScaleUnits","Driver","BioType","ValueType","Value","SamplingCount"
"Marchini et al., 2004","557_Drdg","I",44.834995,12.314646,NA,NA,1,2000,NA,NA,NA,"Mixed","macrobenthic inverts","557_Drdg_44.834995_12.314646_NA_1_2000","557_Drdg_44.834995_12.314646_NA_1_2000_I","permanent","control",0.075,"m^2","Canal Building","marine","richness",23.4,1
"Marchini et al., 2004","557_Drdg","N",44.823323,12.272264,NA,NA,1,2000,NA,NA,NA,"Mixed","macrobenthic inverts","557_Drdg_44.823323_12.272264_NA_1_2000","557_Drdg_44.823323_12.272264_NA_1_2000_N","permanent","control",0.075,"m^2","Canal Building","marine","richness",18.6,1
"Marchini et al., 2004","557_Drdg","O",44.811819,12.341553,NA,NA,1,2000,NA,NA,NA,"Mixed","macrobenthic inverts","557_Drdg_44.811819_12.341553_NA_1_2000","557_Drdg_44.811819_12.341553_NA_1_2000_O","permanent","control",0.075,"m^2","Canal Building","marine","richness",23.4,1
"Marchini et al., 2004","557_Drdg","P",44.798739,12.328581,NA,NA,1,2000,NA,NA,NA,"Mixed","macrobenthic inverts","557_Drdg_44.798739_12.328581_NA_1_2000","557_Drdg_44.798739_12.328581_NA_1_2000_P","permanent","control",0.075,"m^2","Canal Building","marine","richness",7.6,1
"Marchini et al., 2004","557_Drdg","Q",44.816074,12.311394,NA,NA,1,2000,NA,NA,NA,"Mixed","macrobenthic inverts","557_Drdg_44.816074_12.311394_NA_1_2000","557_Drdg_44.816074_12.311394_NA_1_2000_Q","permanent","control",0.075,"m^2","Canal Building","marine","richness",29.7,1
"Sano, 2001","596_Vis","Algal",24.333,123.7,NA,NA,10,1997,NA,NA,NA,"fish","coral fish","596_Vis_24.333_123.7_NA_10_1997","596_Vis_24.333_123.7_NA_10_1997_Algal","semi-permanent","control",20,"m^2","Algal Bloom","marine","richness",15,1
"Sano, 2001","596_Vis","Algal",24.333,123.7,NA,NA,10,1998,NA,NA,NA,"fish","coral fish","596_Vis_24.333_123.7_NA_10_1998","596_Vis_24.333_123.7_NA_10_1998_Algal","semi-permanent","control",20,"m^2","Algal Bloom","marine","richness",17,1
"Sano, 2001","596_Vis","Rubble",24.333,123.7,NA,NA,10,1997,NA,NA,NA,"fish","coral fish","596_Vis_24.333_123.7_NA_10_1997","596_Vis_24.333_123.7_NA_10_1997_Rubble","semi-permanent","control",20,"m^2","Algal Bloom","marine","richness",12.1,1
"Sano, 2001","596_Vis","Rubble",24.333,123.7,NA,NA,10,1998,NA,NA,NA,"fish","coral fish","596_Vis_24.333_123.7_NA_10_1998","596_Vis_24.333_123.7_NA_10_1998_Rubble","semi-permanent","control",20,"m^2","Algal Bloom","marine","richness",13.2,1
"Grace and Henwood, 1997","705_Line","SW US",26.13097665,-97.07952914,NA,NA,NA,1995,NA,NA,NA,"fish","sharks","705_Line_26.13097665_-97.07952914_NA_NA_1995","705_Line_26.13097665_-97.07952914_NA_NA_1995_SW US","semi-permanent","control",1e-09,"m",NA,"marine","richness",15,253
"Grace and Henwood, 1997","705_Line","Atlantic",24.80773663,-82.14840357,NA,NA,NA,1995,NA,NA,NA,"fish","pelagic fish","705_Line_24.80773663_-82.14840357_NA_NA_1995","705_Line_24.80773663_-82.14840357_NA_NA_1995_Atlantic","semi-permanent","control",1e-09,"m",NA,"marine","richness",6,97
"Grace and Henwood, 1997","705_Line","Gulf",26.13097665,-97.07952914,NA,NA,NA,1995,NA,NA,NA,"fish","pelagic fish","705_Line_26.13097665_-97.07952914_NA_NA_1995","705_Line_26.13097665_-97.07952914_NA_NA_1995_Gulf","semi-permanent","control",1e-09,"m",NA,"marine","richness",9,157
"Lopez-Rasgado et al. 2012","136_Trwl","Balandra",24.313197,-110.316748,NA,NA,NA,1981,NA,NA,NA,"fish","small inshore mangrove fish","136_Trwl_24.313197_-110.316748_NA_NA_1981","136_Trwl_24.313197_-110.316748_NA_NA_1981_Balandra","semi-permanent","control",70,"m^2",NA,"marine","richness",15.25,4
"Lopez-Rasgado et al. 2012","136_Trwl","Zacatecas",24.22963,-110.307641,NA,NA,NA,1981,NA,NA,NA,"fish","small inshore mangrove fish","136_Trwl_24.22963_-110.307641_NA_NA_1981","136_Trwl_24.22963_-110.307641_NA_NA_1981_Zacatecas","semi-permanent","control",70,"m^2",NA,"marine","richness",10.1,1
"Lopez-Rasgado et al. 2012","136_Trwl","Enfermeria",24.171674,-110.432984,NA,NA,NA,1981,NA,NA,NA,"fish","small inshore mangrove fish","136_Trwl_24.171674_-110.432984_NA_NA_1981","136_Trwl_24.171674_-110.432984_NA_NA_1981_Enfermeria","semi-permanent","control",70,"m^2",NA,"marine","richness",9.7,1
"Sales et al. 2012","158_Vis","Cala Barril",40.063945,4.026431,NA,NA,11,2006,NA,NA,NA,"algae","Benthic algae","158_Vis_40.063945_4.026431_NA_11_2006","158_Vis_40.063945_4.026431_NA_11_2006_Cala Barril","semi-permanent","control",0.04,"m^2",NA,"marine","richness",13,1
"Sales et al. 2012","158_Vis","Cala Pregonda",40.056125,4.04363,NA,NA,11,2006,NA,NA,NA,"algae","Benthic algae","158_Vis_40.056125_4.04363_NA_11_2006","158_Vis_40.056125_4.04363_NA_11_2006_Cala Pregonda","semi-permanent","control",0.04,"m^2",NA,"marine","richness",6.4,1
"Sales et al. 2012","158_Vis","Macar de Tirant",40.050221,4.101682,NA,NA,11,2006,NA,NA,NA,"algae","Benthic algae","158_Vis_40.050221_4.101682_NA_11_2006","158_Vis_40.050221_4.101682_NA_11_2006_Macar de Tirant","semi-permanent","control",0.04,"m^2",NA,"marine","richness",11.5,1
"de Loma, et al., 2009","347_Vis","1",-15.071011,-148.19624,NA,NA,10,1987,NA,NA,NA,"fish","All sizes of reef fish","347_Vis_-15.071011_-148.19624_NA_10_1987","347_Vis_-15.071011_-148.19624_NA_10_1987_1","semi-permanent","control",250,"m^2",NA,"marine","richness",22.44,1
"de Loma, et al., 2009","347_Vis","2",-15.107088,-148.230022,NA,NA,10,1987,NA,NA,NA,"fish","All sizes of reef fish","347_Vis_-15.107088_-148.230022_NA_10_1987","347_Vis_-15.107088_-148.230022_NA_10_1987_2","semi-permanent","control",250,"m^2",NA,"marine","richness",27.3,1
"de Loma, et al., 2009","347_Vis","3",-14.980588,-148.10572,NA,NA,10,1987,NA,NA,NA,"fish","All sizes of reef fish","347_Vis_-14.980588_-148.10572_NA_10_1987","347_Vis_-14.980588_-148.10572_NA_10_1987_3","semi-permanent","control",250,"m^2",NA,"marine","richness",26.7,1
"de Loma, et al., 2009","347_Vis","4",-15.023022,-148.218026,NA,NA,10,1987,NA,NA,NA,"fish","All sizes of reef fish","347_Vis_-15.023022_-148.218026_NA_10_1987","347_Vis_-15.023022_-148.218026_NA_10_1987_4","semi-permanent","control",250,"m^2",NA,"marine","richness",26.3,1
"de Loma, et al., 2009","347_Vis","5",-14.943143,-148.153256,NA,NA,10,1987,NA,NA,NA,"fish","All sizes of reef fish","347_Vis_-14.943143_-148.153256_NA_10_1987","347_Vis_-14.943143_-148.153256_NA_10_1987_5","semi-permanent","control",250,"m^2",NA,"marine","richness",29,1
"de Loma, et al., 2009","347_Vis","6",-15.049657,-148.129879,NA,NA,10,1987,NA,NA,NA,"fish","All sizes of reef fish","347_Vis_-15.049657_-148.129879_NA_10_1987","347_Vis_-15.049657_-148.129879_NA_10_1987_6","semi-permanent","control",250,"m^2",NA,"marine","richness",26,1
"de Loma, et al., 2009","347_Vis","7",-15.001031,-148.239179,NA,NA,10,1987,NA,NA,NA,"fish","All sizes of reef fish","347_Vis_-15.001031_-148.239179_NA_10_1987","347_Vis_-15.001031_-148.239179_NA_10_1987_7","semi-permanent","control",250,"m^2",NA,"marine","richness",29.8,1
"de Loma, et al., 2009","347_Vis","8",-14.943684,-148.202785,NA,NA,10,1987,NA,NA,NA,"fish","All sizes of reef fish","347_Vis_-14.943684_-148.202785_NA_10_1987","347_Vis_-14.943684_-148.202785_NA_10_1987_8","semi-permanent","control",250,"m^2",NA,"marine","richness",24,1
"Hagan and Able, 2010","448_Trwl","Day Time Summer",39.508749,-74.325061,NA,NA,6,1995,NA,NA,NA,"fish","Pelagic fish","448_Trwl_39.508749_-74.325061_NA_6_1995","448_Trwl_39.508749_-74.325061_NA_6_1995_Day Time Summer","unknown","control",98,"m^3",NA,"marine","richness",3.14,1
"Hagan and Able, 2010","448_Trwl","Day Time Fall",39.508749,-74.325061,NA,NA,6,1995,NA,NA,NA,"fish","Pelagic fish","448_Trwl_39.508749_-74.325061_NA_6_1995","448_Trwl_39.508749_-74.325061_NA_6_1995_Day Time Fall","unknown","control",98,"m^3",NA,"marine","richness",4.45,1
"Hagan and Able, 2010","448_Trwl","Night Time Summer",39.508749,-74.325061,NA,NA,11,1995,NA,NA,NA,"fish","Pelagic fish","448_Trwl_39.508749_-74.325061_NA_11_1995","448_Trwl_39.508749_-74.325061_NA_11_1995_Night Time Summer","unknown","control",98,"m^3",NA,"marine","richness",1.95,1
"Hagan and Able, 2010","448_Trwl","Night Time Fall",39.508749,-74.325061,NA,NA,11,1995,NA,NA,NA,"fish","Pelagic fish","448_Trwl_39.508749_-74.325061_NA_11_1995","448_Trwl_39.508749_-74.325061_NA_11_1995_Night Time Fall","unknown","control",98,"m^3",NA,"marine","richness",2.49,1
"Beldade et al., 2006","509_Vis","All",38.434554,-9.05962,NA,NA,1,2002,NA,NA,NA,"fish","cryptobenthic fish","509_Vis_38.434554_-9.05962_NA_1_2002","509_Vis_38.434554_-9.05962_NA_1_2002_All","semi-permanent","control",63.9,"m^2",NA,"marine","richness",16,2
"Beldade et al., 2006","509_Vis","All",38.434554,-9.05962,NA,NA,4,2002,NA,NA,NA,"fish","cryptobenthic fish","509_Vis_38.434554_-9.05962_NA_4_2002","509_Vis_38.434554_-9.05962_NA_4_2002_All","semi-permanent","control",63.9,"m^2",NA,"marine","richness",21,2
"Beldade et al., 2006","509_Vis","All",38.434554,-9.05962,NA,NA,10,2002,NA,NA,NA,"fish","cryptobenthic fish","509_Vis_38.434554_-9.05962_NA_10_2002","509_Vis_38.434554_-9.05962_NA_10_2002_All","semi-permanent","control",63.9,"m^2",NA,"marine","richness",18,2
"Hawkins et al., 2006","524_Vis","Reserve",13.8673099,-61.08270677,NA,NA,8,1995,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.8673099_-61.08270677_NA_8_1995","524_Vis_13.8673099_-61.08270677_NA_8_1995_Reserve","permanent","control",246.49,"m^3","Marine reserve implemented","marine","richness",26.6,8
"Hawkins et al., 2006","524_Vis","Reserve",13.8673099,-61.08270677,NA,NA,8,1996,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.8673099_-61.08270677_NA_8_1996","524_Vis_13.8673099_-61.08270677_NA_8_1996_Reserve","permanent","control",246.49,"m^3","Marine reserve implemented","marine","richness",30.4,8
"Hawkins et al., 2006","524_Vis","Reserve",13.8673099,-61.08270677,NA,NA,8,1997,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.8673099_-61.08270677_NA_8_1997","524_Vis_13.8673099_-61.08270677_NA_8_1997_Reserve","permanent","control",246.49,"m^3","Marine reserve implemented","marine","richness",30.2,8
"Hawkins et al., 2006","524_Vis","Reserve",13.8673099,-61.08270677,NA,NA,8,2000,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.8673099_-61.08270677_NA_8_2000","524_Vis_13.8673099_-61.08270677_NA_8_2000_Reserve","permanent","control",246.49,"m^3","Marine reserve implemented","marine","richness",31.1,8
"Hawkins et al., 2006","524_Vis","Reserve",13.8673099,-61.08270677,NA,NA,8,2001,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.8673099_-61.08270677_NA_8_2001","524_Vis_13.8673099_-61.08270677_NA_8_2001_Reserve","permanent","control",246.49,"m^3","Marine reserve implemented","marine","richness",31.5,8
"Hawkins et al., 2006","524_Vis","Fished",13.87240871,-61.08214286,NA,NA,8,1995,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.87240871_-61.08214286_NA_8_1995","524_Vis_13.87240871_-61.08214286_NA_8_1995_Fished","permanent","control",246.49,"m^3",NA,"marine","richness",25.5,8
"Hawkins et al., 2006","524_Vis","Fished",13.87240871,-61.08214286,NA,NA,8,1996,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.87240871_-61.08214286_NA_8_1996","524_Vis_13.87240871_-61.08214286_NA_8_1996_Fished","permanent","control",246.49,"m^3",NA,"marine","richness",29.4,8
"Hawkins et al., 2006","524_Vis","Fished",13.87240871,-61.08214286,NA,NA,8,1997,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.87240871_-61.08214286_NA_8_1997","524_Vis_13.87240871_-61.08214286_NA_8_1997_Fished","permanent","control",246.49,"m^3",NA,"marine","richness",31.5,8
"Hawkins et al., 2006","524_Vis","Fished",13.87240871,-61.08214286,NA,NA,8,2000,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.87240871_-61.08214286_NA_8_2000","524_Vis_13.87240871_-61.08214286_NA_8_2000_Fished","permanent","control",246.49,"m^3",NA,"marine","richness",28.7,8
"Hawkins et al., 2006","524_Vis","Fished",13.87240871,-61.08214286,NA,NA,8,2001,NA,NA,NA,"fish","commercially relevant reef fish","524_Vis_13.87240871_-61.08214286_NA_8_2001","524_Vis_13.87240871_-61.08214286_NA_8_2001_Fished","permanent","control",246.49,"m^3",NA,"marine","richness",30.8,8
"Miller and Shanks, 2005","547_Trp","Entrance",43.343333,-124.32138,NA,NA,6,1998,NA,NA,NA,"fish","larval demersal fish","547_Trp_43.343333_-124.32138_NA_6_1998","547_Trp_43.343333_-124.32138_NA_6_1998_Entrance","permanent","control",0.01,"m^3",NA,"marine","richness",12,1
"Miller and Shanks, 2005","547_Trp","Entrance",43.343333,-124.32138,NA,NA,6,1999,NA,NA,NA,"fish","larval demersal fish","547_Trp_43.343333_-124.32138_NA_6_1999","547_Trp_43.343333_-124.32138_NA_6_1999_Entrance","permanent","control",0.01,"m^3",NA,"marine","richness",15,1
"Miller and Shanks, 2005","547_Trp","Entrance",43.343333,-124.32138,NA,NA,6,2000,NA,NA,NA,"fish","larval demersal fish","547_Trp_43.343333_-124.32138_NA_6_2000","547_Trp_43.343333_-124.32138_NA_6_2000_Entrance","permanent","control",0.01,"m^3",NA,"marine","richness",18,1
"Miller and Shanks, 2005","547_Trp","Mid-Slough",43.336666,-124.32055,NA,NA,6,2000,NA,NA,NA,"fish","larval demersal fish","547_Trp_43.336666_-124.32055_NA_6_2000","547_Trp_43.336666_-124.32055_NA_6_2000_Mid-Slough","permanent","control",0.01,"m^3",NA,"marine","richness",23,1
"Pinto et al. 2014","10_Drdg","EE",40.14594444,-8.857581328,NA,NA,NA,1998,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14594444_-8.857581328_NA_NA_1998","10_Drdg_40.14594444_-8.857581328_NA_NA_1998_EE","semi-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",19,1
"Pinto et al. 2014","10_Drdg","EE",40.14594444,-8.857581328,NA,NA,NA,1998,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14594444_-8.857581328_NA_NA_1998","10_Drdg_40.14594444_-8.857581328_NA_NA_1998_EE","sem-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",19,1
"Pinto et al. 2014","10_Drdg","EE",40.14594444,-8.857581328,NA,NA,NA,2005,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14594444_-8.857581328_NA_NA_2005","10_Drdg_40.14594444_-8.857581328_NA_NA_2005_EE","semi-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",19,1
"Pinto et al. 2014","10_Drdg","EE",40.14594444,-8.857581328,NA,NA,NA,2005,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14594444_-8.857581328_NA_NA_2005","10_Drdg_40.14594444_-8.857581328_NA_NA_2005_EE","sem-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",19,1
"Pinto et al. 2014","10_Drdg","PSM",40.12756838,-8.846719029,NA,NA,NA,1998,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12756838_-8.846719029_NA_NA_1998","10_Drdg_40.12756838_-8.846719029_NA_NA_1998_PSM","semi-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",6,1
"Pinto et al. 2014","10_Drdg","PSM",40.12756838,-8.846719029,NA,NA,NA,1998,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12756838_-8.846719029_NA_NA_1998","10_Drdg_40.12756838_-8.846719029_NA_NA_1998_PSM","sem-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",6,1
"Pinto et al. 2014","10_Drdg","PSM",40.12756838,-8.846719029,NA,NA,NA,2005,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12756838_-8.846719029_NA_NA_2005","10_Drdg_40.12756838_-8.846719029_NA_NA_2005_PSM","semi-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",32,1
"Pinto et al. 2014","10_Drdg","PSM",40.12756838,-8.846719029,NA,NA,NA,2005,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12756838_-8.846719029_NA_NA_2005","10_Drdg_40.12756838_-8.846719029_NA_NA_2005_PSM","sem-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",32,1
"Pinto et al. 2014","10_Drdg","PMS",40.12126496,-8.831400401,NA,NA,NA,1998,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12126496_-8.831400401_NA_NA_1998","10_Drdg_40.12126496_-8.831400401_NA_NA_1998_PMS","semi-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",14,1
"Pinto et al. 2014","10_Drdg","PMS",40.12126496,-8.831400401,NA,NA,NA,1998,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12126496_-8.831400401_NA_NA_1998","10_Drdg_40.12126496_-8.831400401_NA_NA_1998_PMS","sem-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",14,1
"Pinto et al. 2014","10_Drdg","PMS",40.12126496,-8.831400401,NA,NA,NA,2005,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12126496_-8.831400401_NA_NA_2005","10_Drdg_40.12126496_-8.831400401_NA_NA_2005_PMS","semi-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",22,1
"Pinto et al. 2014","10_Drdg","PMS",40.12126496,-8.831400401,NA,NA,NA,2005,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.12126496_-8.831400401_NA_NA_2005","10_Drdg_40.12126496_-8.831400401_NA_NA_2005_PMS","sem-permanent","control",0.078,"m^2","Reduced upstream flow","marine","richness",22,1
"Pinto et al. 2014","10_Drdg","PS",40.14081624,-8.817056595,NA,NA,NA,1998,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14081624_-8.817056595_NA_NA_1998","10_Drdg_40.14081624_-8.817056595_NA_NA_1998_PS","semi-permanent","control",0.078,"m^2","Reduced upstream flow, Dredging","marine","richness",8,1
"Pinto et al. 2014","10_Drdg","PS",40.14081624,-8.817056595,NA,NA,NA,1998,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14081624_-8.817056595_NA_NA_1998","10_Drdg_40.14081624_-8.817056595_NA_NA_1998_PS","sem-permanent","control",0.078,"m^2","Reduced upstream flow, Dredging","marine","richness",8,1
"Pinto et al. 2014","10_Drdg","PS",40.14081624,-8.817056595,NA,NA,NA,2005,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14081624_-8.817056595_NA_NA_2005","10_Drdg_40.14081624_-8.817056595_NA_NA_2005_PS","semi-permanent","control",0.078,"m^2","Reduced upstream flow, Dredging","marine","richness",18,1
"Pinto et al. 2014","10_Drdg","PS",40.14081624,-8.817056595,NA,NA,NA,2005,NA,NA,NA,"Mixed","benthic infauna","10_Drdg_40.14081624_-8.817056595_NA_NA_2005","10_Drdg_40.14081624_-8.817056595_NA_NA_2005_PS","sem-permanent","control",0.078,"m^2","Reduced upstream flow, Dredging","marine","richness",18,1
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,1992,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_1992","478_Vis_-42.57685358_148.0603395_NA_4_1992_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",14.881,6
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,1993,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_1993","478_Vis_-42.57685358_148.0603395_NA_4_1993_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",15.989,6
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,1994,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_1994","478_Vis_-42.57685358_148.0603395_NA_4_1994_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",14.037,6
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,1995,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_1995","478_Vis_-42.57685358_148.0603395_NA_4_1995_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",14.195,6
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,1996,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_1996","478_Vis_-42.57685358_148.0603395_NA_4_1996_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",16.464,6
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,1997,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_1997","478_Vis_-42.57685358_148.0603395_NA_4_1997_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",15.989,6
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,1998,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_1998","478_Vis_-42.57685358_148.0603395_NA_4_1998_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",14.881,6
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,1999,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_1999","478_Vis_-42.57685358_148.0603395_NA_4_1999_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",16.464,6
"Barrett et al. 2007","478_Vis","Maria island MPA",-42.57685358,148.0603395,NA,NA,4,2000,NA,NA,NA,"fish","various fish","478_Vis_-42.57685358_148.0603395_NA_4_2000","478_Vis_-42.57685358_148.0603395_NA_4_2000_Maria island MPA","semi-permanent","control",500,"m^2","MPA","marine","richness",16.517,6
