"","QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori.","Year.of.Event","Notes","Source","Site","n1","n2","sub1","sub2","I1","I2","ind1_error","ind1_error_type","ind2_error","ind2_error_type","P1","P2","PltSz","PltSz..units.","T1","T1m","T2","T2m","SppR1","SppR1.Error","SppR1.Error.Type","SppR2","SppR2.Error","SppR2.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even1","Even1.Error","Even1.Error.Type","Even2","Even2.Error","Even2.Error.Type","event_category","expected_change","event_notes","SppR1.SD","SppR2.SD","Shan1.SD","Shan2.SD","Simps1.SD","Simps2.SD","Even1.SD","Even2.SD","PlotSize","PlotSizeUnits","id","taxa","samp_method","date1","date2"
"36","JD","693","Bedford, et al., 2006","AH",NA,NA,"benthic macroinvertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 3","Topanga",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",1990,"11",1992,"11",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",36,"mobile.inverts","Vis",1990-11-01,1992-11-01
"37","JD","693","Bedford, et al., 2006","AH",NA,NA,"benthic macroinvertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 3","Shallow",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",1992,"11",1993,"11",0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",37,"mobile.inverts","Vis",1992-11-01,1993-11-01
"38","JD","693","Bedford, et al., 2006","AH",NA,NA,"benthic macroinvertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 3","Mid",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",1992,"11",1993,"11",6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",38,"mobile.inverts","Vis",1992-11-01,1993-11-01
"39","JD","693","Bedford, et al., 2006","AH",NA,NA,"benthic macroinvertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 3","Deep",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",1992,"11",1993,"11",0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",39,"mobile.inverts","Vis",1992-11-01,1993-11-01
"40","JD","693","Bedford, et al., 2006","AH",NA,NA,"benthic macroinvertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 3","Topanga",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",1992,"11",1993,"11",0,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",40,"mobile.inverts","Vis",1992-11-01,1993-11-01
"41","JD","693","Bedford, et al., 2006","AH",NA,NA,"benthic macroinvertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 3","Shallow",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",1993,"11",1995,"11",7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",41,"mobile.inverts","Vis",1993-11-01,1995-11-01
"42","JD","693","Bedford, et al., 2006","AH",NA,NA,"benthic macroinvertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 3","Mid",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",1993,"11",1995,"11",4,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",42,"mobile.inverts","Vis",1993-11-01,1995-11-01
"43","JD","693","Bedford, et al., 2006","AH",NA,NA,"benthic macroinvertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 3","Deep",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",1993,"11",1995,"11",3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",43,"mobile.inverts","Vis",1993-11-01,1995-11-01
"44","JD","693","Bedford, et al., 2006","AH",NA,NA,"benthic macroinvertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 3","Topanga",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",1993,"11",1995,"11",4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,100,"m^2",44,"mobile.inverts","Vis",1993-11-01,1995-11-01
"45","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Shallow",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1989,"11",1990,"11",10,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",45,"sessile.inverts","Vis",1989-11-01,1990-11-01
"46","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Mid",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1989,"11",1990,"11",4,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",46,"sessile.inverts","Vis",1989-11-01,1990-11-01
"47","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Deep",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1989,"11",1990,"11",6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",47,"sessile.inverts","Vis",1989-11-01,1990-11-01
"48","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Topanga",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1989,"11",1990,"11",12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",48,"sessile.inverts","Vis",1989-11-01,1990-11-01
"49","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Shallow",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1990,"11",1992,"11",8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",49,"sessile.inverts","Vis",1990-11-01,1992-11-01
"50","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Mid",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1990,"11",1992,"11",8,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",50,"sessile.inverts","Vis",1990-11-01,1992-11-01
"51","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Deep",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1990,"11",1992,"11",4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",51,"sessile.inverts","Vis",1990-11-01,1992-11-01
"52","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Topanga",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1990,"11",1992,"11",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",52,"sessile.inverts","Vis",1990-11-01,1992-11-01
"53","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Shallow",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1992,"11",1993,"11",0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",53,"sessile.inverts","Vis",1992-11-01,1993-11-01
"54","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Mid",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1992,"11",1993,"11",11,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",54,"sessile.inverts","Vis",1992-11-01,1993-11-01
"55","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Deep",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1992,"11",1993,"11",0,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",55,"sessile.inverts","Vis",1992-11-01,1993-11-01
"56","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Topanga",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1992,"11",1993,"11",0,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",56,"sessile.inverts","Vis",1992-11-01,1993-11-01
"57","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Shallow",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1993,"11",1995,"11",11,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",57,"sessile.inverts","Vis",1993-11-01,1995-11-01
"58","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Mid",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1993,"11",1995,"11",12,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",58,"sessile.inverts","Vis",1993-11-01,1995-11-01
"59","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Deep",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1993,"11",1995,"11",10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",59,"sessile.inverts","Vis",1993-11-01,1995-11-01
"60","JD","693","Bedford, et al., 2006","AH",NA,NA,"turf invertebrates","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 4","Topanga",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1993,"11",1995,"11",8,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",60,"sessile.inverts","Vis",1993-11-01,1995-11-01
"61","JD","693","Bedford, et al., 2006","AH",NA,NA,"Benthic macroalgae","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 5","Shallow",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1989,"11",1990,"11",7,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",61,"algae","Vis",1989-11-01,1990-11-01
"62","JD","693","Bedford, et al., 2006","AH",NA,NA,"Benthic macroalgae","rocky subtidal","Southern California","Yes","Artificial rock reef built","Yes","1987","Based on reef size from Figure 2 and the Topanga and SMBAR guides by the California Department of Fish and Wildlife, transects length were ~ 50 m across (up and over) the reef units. This is an underestimate of plot size for the fishes because the circumference of the reef units was included in the survey.","Table 5","Mid",12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",1989,"11",1990,"11",6,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Artificial reef creation","Positive","",NA,NA,NA,NA,NA,NA,NA,NA,1,"m^2",62,"algae","Vis",1989-11-01,1990-11-01
