"id","x","y","location_key","QC","Study.ID","Reference","Collector","coral","plant","algae","fish","inverts","mobile.inverts","sessile.inverts","marine.mammals","phytoplankton","zooplankton","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Lat","Long","Loc","Event.","Event.type","A.priori.","Year.of.Event","Notes","Vis","Trwl","Line","Drdg","Trp","Source","Site","SiSz","SiSz..units.","PltSz","PltSz..units.","Expected.Change.Direction","Event.Notes","Year","SiteSize","SiteSizeUnits","PlotSize","PlotSizeUnits","Taxa","n1","sub1","I1","ind1_error","ind1_error_type","P1","T1","T1m","SppR1","SppR1.Error","SppR1.Error.Type","Shan1","Shan1.Error","Shan1.Error.Type","Simps1","Simps1.Error","Simps1.Error.Type","Even1","Even1.Error","Even1.Error.Type","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","n2","sub2","I2","ind2_error","ind2_error_type","P2","T2","T2m","SppR2","SppR2.Error","SppR2.Error.Type","Shan2","Shan2.Error","Shan2.Error.Type","Simps2","Simps2.Error","Simps2.Error.Type","Even2","Even2.Error","Even2.Error.Type","Event.type.2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Duration","yi.SppR.MD","vi.SppR.MD","yi.SppR.SMD","vi.SppR.SMD","yi.SppR.ROM","vi.SppR.ROM","yi.SppR.SMDH","vi.SppR.SMDH","yi.Shan.MD","vi.Shan.MD","yi.Shan.SMD","vi.Shan.SMD","yi.Shan.ROM","vi.Shan.ROM","yi.Shan.SMDH","vi.Shan.SMDH","yi.Even.MD","vi.Even.MD","yi.Even.SMD","vi.Even.SMD","yi.Even.ROM","vi.Even.ROM","yi.Even.SMDH","vi.Even.SMDH","rich_ROM_uw","rich_ROM_w","shan_ROM_uw","shan_ROM_w","rich_SMD_uw","rich_SMD_w","shan_SMD_uw","shan_SMD_w","Study.ID.y","Reference.y","Site.y","Shape","Source.y","Checked","Notes.y","mean_imps","raster_vel","raster_lin","mean_invs"
"119",-81.5442,24.6669,"422_Western",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Western",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,22.30088496,NA,NA,1.464285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,27.43362832,NA,NA,1.892857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.13274336,NA,NA,NA,0.207143209828905,NA,NA,NA,0.428571429,NA,NA,NA,0.256719847118408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"12",7.91,54.18,"88_0 m",NA,88,"WehKamp, 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2009; 0 m; June",1,0,0,0,0,"Figure 6","0 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Mixed inverts",6,NA,NA,NA,NA,NA,2009,1,0.67,NA,NA,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,1,0.94,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.27,NA,NA,NA,0.338602162879038,NA,NA,NA,-0.16,NA,NA,NA,-0.200670695462151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.77739350001017,49.9062490825671,0.161119250858056,NA
"120",-81.5442,24.6669,"422_Alligator",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Alligator",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,11.15044248,NA,NA,1.628571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,12.12389381,NA,NA,1.592857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.97345133,NA,NA,NA,0.083699019073032,NA,NA,NA,-0.0357142859999999,NA,NA,NA,-0.0221738576677938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"121",-81.5442,24.6669,"422_Dustan",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Dustan",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,18.2300885,NA,NA,1.871428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,15.22123894,NA,NA,1.771428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-3.00884956,NA,NA,NA,-0.18038169209094,NA,NA,NA,-0.1,NA,NA,NA,-0.0549157576090426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"122",-81.5442,24.6669,"422_Long",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Long",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,6.017699115,NA,NA,0.821428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,11.15044248,NA,NA,1.907142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5.132743365,NA,NA,NA,0.6167742019732,NA,NA,NA,1.085714286,NA,NA,NA,0.842316530483832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"123",-81.5442,24.6669,"422_Sombrero",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Sombrero",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,19.20353982,NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,14.24778761,NA,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-4.95575221,NA,NA,NA,-0.298492988442793,NA,NA,NA,-0.4,NA,NA,NA,-0.195744577126095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"124",-81.5442,24.6669,"422_Tennessee",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Tennessee",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,23.27433628,NA,NA,2.271428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,16.19469027,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-7.07964601,NA,NA,NA,-0.362667878920773,NA,NA,NA,-0.271428571,NA,NA,NA,-0.127261779422248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"125",-81.5442,24.6669,"422_Turtle",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Turtle",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,19.2920354,NA,NA,2.128571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,21.32743363,NA,NA,1.964285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.03539823,NA,NA,NA,0.100301870688661,NA,NA,NA,-0.164285715,NA,NA,NA,-0.08032238918563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"126",-81.5442,24.6669,"422_Admiral",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Admiral",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,9.115044248,NA,NA,0.364285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,11.15044248,NA,NA,0.385714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2.035398232,NA,NA,NA,0.201552918889017,NA,NA,NA,0.021428572,NA,NA,NA,0.0571584153650032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"127",-81.5442,24.6669,"422_Carysfort",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Carysfort",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,21.23893805,NA,NA,1.957142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,17.25663717,NA,NA,1.992857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-3.98230088,NA,NA,NA,-0.207639364524719,NA,NA,NA,0.0357142859999999,NA,NA,NA,0.0180836755779727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"128",-81.5442,24.6669,"422_Conch",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Conch",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,18.31858407,NA,NA,2.071428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,13.18584071,NA,NA,1.757142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-5.13274336,NA,NA,NA,-0.328772487122069,NA,NA,NA,-0.314285714,NA,NA,NA,-0.164549386922561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"129",-81.5442,24.6669,"422_Grecian",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Grecian",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,17.25663717,NA,NA,1.464285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,12.21238938,NA,NA,1.021428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-5.04424779,NA,NA,NA,-0.345745873557713,NA,NA,NA,-0.442857143,NA,NA,NA,-0.360165349102959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"13",7.91,54.18,"88_5 m",NA,88,"WehKamp, 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2009; 5 m; June",1,0,0,0,0,"Figure 6","5 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Mixed inverts",6,NA,NA,NA,NA,NA,2009,1,0.92,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,1,0.98,NA,NA,0.86,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.0599999999999999,NA,NA,NA,0.0631789016215315,NA,NA,NA,-0.05,NA,NA,NA,-0.0565122102633423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.77739350001017,49.9062490825671,0.161119250858056,NA
"130",-81.5442,24.6669,"422_Molasses",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Molasses",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,17.25663717,NA,NA,1.814285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,16.19469027,NA,NA,1.928571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-1.0619469,NA,NA,NA,-0.0635134055513298,NA,NA,NA,0.114285715,NA,NA,NA,0.0610876923595407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"131",-81.5442,24.6669,"422_Porter",NA,422,"Maliao et al 2008","MH",1,0,0,0,0,0,0,0,0,0,NA,NA,"all corals","coral reef",24.6669,-81.5442,"Florida Keys",NA,NA,NA,NA,NA,1,0,0,0,0,"Fig 5","Porter",NA,NA,44,"m^2",NA,NA,NA,NA,NA,44,"m^2","Mixed",2,NA,NA,NA,NA,NA,1996,NA,15.22123894,NA,NA,2.214285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2000,NA,16.19469027,NA,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.97345133,NA,NA,NA,0.0619916761787494,NA,NA,NA,0.0357142860000002,NA,NA,NA,0.0160003414754735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4.60857582092285,-1.99112832555933,-0.00531347797005465,NA
"132",6,60.1667,"2_64",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","64",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,54.15245531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,13.84754469,NA,NA,NA,0.227704390005443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"133",6,60.1667,"2_63",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","63",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,53.10458188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,15.89541812,NA,NA,NA,0.261843292312995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"134",6,60.1667,"2_6",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","6",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,49.48017259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,9.51982741,NA,NA,NA,0.175965408311525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"135",6,60.1667,"2_60",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","60",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,39.71029382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,27.28970618,NA,NA,NA,0.523082175131387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"136",6,60.1667,"2_8",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","8",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,32.85802342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,24.14197658,NA,NA,NA,0.550855308586644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"137",6,60.1667,"2_58",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","58",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,50.19519211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2008,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,9.80480789,NA,NA,NA,0.178425314812302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"138",6,60.1667,"2_56",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","56",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,39.14320937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,16.85679063,NA,NA,NA,0.358124734939229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"139",6,60.1667,"2_54",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","54",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,32.29093898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,24.70906102,NA,NA,NA,0.568264603895965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"14",7.91,54.18,"88_10 m",NA,88,"WehKamp, 2013","AH",0,0,0,1,0,0,0,0,0,0,NA,NA,"demersal hardbottom fish","subtidal",54.18,7.91,"North Sea","Yes","Construction",NA,NA,"2009; 10 m; June",1,0,0,0,0,"Figure 6","10 m",189,"m^3",2,"m^2","Negative","",NA,189,"m^3",2,"m^2","Mixed inverts",6,NA,NA,NA,NA,NA,2009,1,0.43,NA,NA,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2011,1,0.97,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,"Construction",NA,NA,NA,NA,2,0.54,NA,NA,NA,0.81351086280982,NA,NA,NA,-0.07,NA,NA,NA,-0.083881483980702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2.77739350001017,49.9062490825671,0.161119250858056,NA
"140",6,60.1667,"2_53",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","53",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,35.43661393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,21.56338607,NA,NA,NA,0.475305690398155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"141",6,60.1667,"2_16",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","16",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,49.22539552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2010,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,7.77460448,NA,NA,NA,0.146641608400046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
"142",6,60.1667,"2_19",NA,2,"Husa et al 2014","MH",0,0,1,0,0,0,0,0,0,0,NA,NA,"kelp","kelp",60.1667,6,"Norway",NA,NA,NA,NA,"T1 years between 1955-56",1,0,0,1,0,"Fig 3","19",800,"km^3",125000,"cm^3",NA,NA,NA,8e+11,"m^3",0.125,"m^3","Fish",1,NA,NA,NA,NA,NA,1955,NA,35.91534826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2009,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,11.08465174,NA,NA,NA,0.268982869446234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3.53048396110535,NA,NA,558.865783691406
