"QC","Study.ID","Reference","Collector","mesh.size","mesh.size.units","Descriptor.of.Taxa.Sampled","Sys","Loc","Event","Event.type","A.priori","Year.of.Event","Notes","Source","Site","PltSz","PltSz..units.","event_category","expected_change","event_notes","PlotSize","PlotSizeUnits","id","taxa","samp_method","n1","sub1","I1","P1","T1","T1m","SppR1","Shan1","Simps1","Even1","SppR1.SD","Shan1.SD","Simps1.SD","Even1.SD","Ind1.SD","n2","sub2","I2","P2","T2","T2m","SppR2","Shan2","Simps2","Even2","SppR2.SD","Shan2.SD","Simps2.SD","Even2.SD","Ind2.SD","Duration","yi_SppR_MD","vi_SppR_MD","yi_SppR_SMD","vi_SppR_SMD","yi_SppR_ROM","vi_SppR_ROM","yi_SppR_SMDH","vi_SppR_SMDH","yi_Shan_MD","vi_Shan_MD","yi_Shan_SMD","vi_Shan_SMD","yi_Shan_ROM","vi_Shan_ROM","yi_Shan_SMDH","vi_Shan_SMDH","yi_Even_MD","vi_Even_MD","yi_Even_SMD","vi_Even_SMD","yi_Even_ROM","vi_Even_ROM","yi_Even_SMDH","vi_Even_SMDH","temp_id","Scale","AbundUnitsOrig","study_sub_site","studyName","SiAreaCalc","SiLinearExtentUnits","site_id","mean_imps","mean_invs","mean_nuts","mean_pests","total_ltc","total_vocc","sliced_ltc","sliced_vocc"
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","AG-CW",1570,"cm^3",NA,NA,NA,0.00157,"m^3",34,"Mixed","Drdg",3,0,80,NA,2008,NA,24.66666667,NA,NA,NA,3.055050463,NA,NA,NA,23.8117618,3,0,67.33333333,NA,2009,NA,27,NA,NA,NA,3.605551275,NA,NA,NA,17.21433511,1,2.33333333,7.44444444271021,0.557128108244893,0.692532644083044,0.0903840613331339,0.0110574371462675,0.557128108244893,0.661985749468819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_AG-CW",1.23130375146866,NA,0,0,0.172957632330659,73.3657967816918,-8.88824472644112,-3515.5161597932
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","BB-N",1570,"cm^3",NA,NA,NA,0.00157,"m^3",35,"Mixed","Drdg",3,0,425,NA,2008,NA,16.66666667,NA,NA,NA,1.154700538,NA,NA,NA,33.04542328,3,0,306,NA,2009,NA,16.66666667,NA,NA,NA,1.527525232,NA,NA,NA,84.66404195,1,0,1.22222222228471,0,0.666666666666667,0,0.00439999999846497,0,0.636619772367581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_BB-N",0.918766587972641,NA,0,0,0.121758766870122,130.783891593844,-2.27470352500677,-982.727610461351
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","LS-E",1570,"cm^3",NA,NA,NA,0.00157,"m^3",36,"Mixed","Drdg",3,0,284,NA,2008,NA,35.33333333,NA,NA,NA,6.027713773,NA,NA,NA,67.10439628,3,0,416,NA,2009,NA,28.33333333,NA,NA,NA,2.516611478,NA,NA,NA,94.42986816,1,-7,14.2222222201384,-1.20922952323826,0.788519669989253,-0.220787837645058,0.0123307189820863,-1.20922952323826,0.810507948111043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_LS-E",1.98863193392754,NA,0,0,0.108813209445437,40.2229011430725,3.42239725770372,1016.20606016309
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","LS-W",1570,"cm^3",NA,NA,NA,0.00157,"m^3",37,"Mixed","Drdg",3,0,179.3333333,NA,2008,NA,40,NA,NA,NA,5.567764363,NA,NA,NA,21.77919497,3,0,263,NA,2009,NA,37,NA,NA,NA,4.582575695,NA,NA,NA,10.53565375,1,-3,17.3333333340992,-0.469434109042885,0.685030698561074,-0.0779615414697118,0.0115715546632638,-0.469434109042885,0.654804665050104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_LS-W",2.18747270107269,NA,0,0,0.0604618374703267,32.2773494919682,11.487432808587,3347.55059245062
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","MD-C",1570,"cm^3",NA,NA,NA,0.00157,"m^3",38,"Mixed","Drdg",3,0,147.6666667,NA,2008,NA,27.66666667,NA,NA,NA,6.658328118,NA,NA,NA,22.05296654,3,0,86.66666667,NA,2009,NA,19.66666667,NA,NA,NA,5.033222957,NA,NA,NA,10.69267662,1,-8,23.2222222206071,-1.08151495864416,0.764139550480923,-0.341303163841869,0.0411389468747891,-1.08151495864416,0.736622807037477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_MD-C",1.01886621117592,0,0,0,0.135368321292865,38.7427146505326,-5.90927391341238,-1534.0139092394
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","MS-C",1570,"cm^3",NA,NA,NA,0.00157,"m^3",39,"Mixed","Drdg",3,0,82,NA,2008,NA,23.66666667,NA,NA,NA,6.658328118,NA,NA,NA,10.58300524,3,0,427.6666667,NA,2009,NA,11,NA,NA,NA,1.732050808,NA,NA,NA,21.00793501,1,-12.66666667,15.7777777761476,-2.07746567332375,1.02632196865321,-0.76617231571568,0.0346481168396978,-2.07746567332375,1.24195867299768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_MS-C",0.890584081411362,NA,0,0,0.150529026621299,31.0049665928592,-15.4948927627669,-2931.04740428097
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","NW-C",1570,"cm^3",NA,NA,NA,0.00157,"m^3",40,"Mixed","Drdg",3,0,905,NA,2008,NA,23.66666667,NA,NA,NA,4.932882862,NA,NA,NA,142.3130352,3,0,467.6666667,NA,2009,NA,39.66666667,NA,NA,NA,1.527525232,NA,NA,NA,93.4576553,1,16,8.88888888820332,3.49615497802947,1.68525830253336,0.516443616013402,0.0149755690869144,3.49615497802947,2.27133574922948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_NW-C",2.04918026924133,NA,0,0,0.0956138122625041,122.899699133457,0.191239615281423,40.8273284167411
"JD","29","Link et al. 2013","JEKB",NA,NA,"Mobile and Sessile Infauna","coastal shelf","Canadian Arctic","No",NA,"No",NA,"Plot size = 3.14 * (5^2) *20","Table S2","NW-E",1570,"cm^3",NA,NA,NA,0.00157,"m^3",41,"Mixed","Drdg",3,0,356.3333333,NA,2008,NA,36,NA,NA,NA,2.645751311,NA,NA,NA,1.527525232,3,0,377.3333333,NA,2009,NA,25.66666667,NA,NA,NA,2.081665999,NA,NA,NA,50.083264,1,-10.33333333,3.77777777701696,-3.46351176475313,1.66632614538195,-0.338325805140666,0.00399302410321735,-3.46351176475313,1.64407433240572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29_NW-E",3.10079002380371,NA,0,0,0.0863094186106029,48.4915958098542,0.35849554464221,3302.090868763
NA,"32","Rigual-Hernandez et al 2013","JD",NA,NA,"diatoms","pelagic","Gulf of Lions","No",NA,"No",NA,"January has the longest time difference with matching sampling methods (days sampled). A minimum of 400 diatoms were counted per sample, so this was used as the number of individuals counted. Got plot size by googling PPS3 sediment trap.","supplementary data + R script","Planier site",0.125,"m^2",NA,NA,NA,0.125,"m^2",42,"phytoplankton","Trp",1,0,400,NA,1994,1,31,1.951657,0.6601088,0.5683356,NA,NA,NA,NA,NA,1,0,400,NA,2006,1,31,2.03069,0.6977763,0.5859333,NA,NA,NA,NA,NA,12,0,NA,NA,NA,0,NA,NA,NA,0.0790329999999999,NA,NA,NA,0.0396968814404,NA,NA,NA,0.0175976999999999,NA,NA,NA,0.030493871261791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"32_Planier site",3.90490972995758,NA,0.000664713195874356,0,0.0630122998229369,23.3724520688693,0.56109337142972,234.875558852835
"JD","34","Felix-Hackradt et al. 2013","TI",NA,NA,"fish recruits","coral reef","SW Mediterranean Sea","No","No","No",NA,"Number of replicates = 3 light traps for each of the 18 trap locations. Recruits and settling fishes were tabulated separately and so they were treated as two sub taxonomic groups in recording the data for this study.","Table 1 and diversity calcs","Cape of Palos and Grosa Island - Recruits",20,"m^2",NA,NA,NA,20,"m^2",43,"fish","Trp",54,NA,25289,NA,2009,NA,30,2.356521,0.8642006,0.6439157,NA,NA,NA,NA,NA,54,NA,44496,NA,2010,NA,41,2.274022,0.856802,0.6546984,NA,NA,NA,NA,NA,1,11,NA,NA,NA,0.312374685042152,NA,NA,NA,-0.0824989999999999,NA,NA,NA,-0.0356363089994853,NA,NA,NA,0.0107827,NA,NA,NA,0.0166068546616377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34_Cape of Palos and Grosa Island - Recruits",4.8609788700154,3.0827510008425,6.97446091426046,0.113606580895813,0.101715451048309,66.9245054620992,-3.15647999445598,-2101.21946610023
"JD","34","Felix-Hackradt et al. 2013","TI",NA,NA,"fish settlers","coral reef","SW Mediterranean Sea","No","No","No",NA,"Number of replicates = 3 light traps for each of the 18 trap locations. Recruits and settling fishes were tabulated separately and so they were treated as two sub taxonomic groups in recording the data for this study.","Table 1 and diversity calcs","Cape of Palos and Grosa Island - Settlers",20,"m^2",NA,NA,NA,20,"m^2",44,"fish","Trp",54,NA,4216,NA,2009,NA,22,1.990371,0.8149269,0.6928503,NA,NA,NA,NA,NA,54,NA,26342,NA,2010,NA,36,2.346124,0.860127,0.6123542,NA,NA,NA,NA,NA,1,14,NA,NA,NA,0.492476485097794,NA,NA,NA,0.355753,NA,NA,NA,0.164443551238548,NA,NA,NA,-0.0804961000000001,NA,NA,NA,-0.123503085272442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34_Cape of Palos and Grosa Island - Settlers",4.8609788700154,3.0827510008425,6.97446091426046,0.113606580895813,0.101715451048309,66.9245054620992,-3.15647999445598,-2101.21946610023
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","BB",0.1,"m^2",NA,NA,NA,0.1,"m^2",45,"Mixed","Drdg",1,3,4872.4982,NA,1997,6,10.38180113,1.236790987,NA,0.605853873,4.907294528,0.456478542,NA,0.204683345,NA,1,3,153.3361288,NA,2010,6,0.504690432,1.659155659,NA,0.029342723,NA,NA,NA,0,NA,13,-9.877110698,NA,NA,NA,-3.02386442556517,NA,NA,NA,0.422364672,NA,NA,NA,0.293788722341044,NA,NA,NA,-0.57651115,0.041895271720389,NA,NA,-3.02759424646753,0.114137730918244,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47_BB",4.88056814670563,NA,1.76464915275574,0.0372227057814598,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","BI",0.1,"m^2",NA,NA,NA,0.1,"m^2",46,"Mixed","Drdg",1,3,57.07981086,NA,2002,6,7.435272045,1.912069412,NA,0.767752347,NA,0.0453,NA,0,NA,1,3,4.245798837,NA,2008,6,10.21013133,1.509324009,NA,0.561473005,NA,NA,NA,0,NA,6,2.774859285,NA,NA,NA,0.317145325952572,NA,NA,NA,-0.402745403,NA,NA,NA,-0.236524242886535,NA,NA,NA,-0.206279342,0,NA,NA,-0.31290351985876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47_BI",NA,0,0,0,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","CB",0.1,"m^2",NA,NA,NA,0.1,"m^2",47,"Mixed","Drdg",1,3,37.67898635,NA,1998,6,5.05065666,1.463869464,NA,1.061619718,NA,0.119,NA,0,NA,1,3,3.754879605,NA,2010,6,7.696060038,2.301476301,NA,0.872359155,NA,NA,NA,0,NA,12,2.645403378,NA,NA,NA,0.421190248011352,NA,NA,NA,0.837606837,NA,NA,NA,0.452467539395309,NA,NA,NA,-0.189260563,0,NA,NA,-0.196349842584542,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47_CB",NA,0,0,0,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","EA",0.1,"m^2",NA,NA,NA,0.1,"m^2",48,"Mixed","Drdg",1,3,35.61822751,NA,2000,6,6.662288931,1.574203574,NA,0.943661972,NA,0.24,NA,0,NA,1,3,125.8816481,NA,2004,6,4.43902439,1.934602435,NA,0.794747653,NA,NA,NA,0,NA,4,-2.223264541,NA,NA,NA,-0.4060284885225,NA,NA,NA,0.360398861,NA,NA,NA,0.206152368340455,NA,NA,NA,-0.148914319,0,NA,NA,-0.171743374854256,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47_EA",NA,0,0,0,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","EB",0.1,"m^2",NA,NA,NA,0.1,"m^2",49,"Mixed","Drdg",1,3,1590.88955,NA,1998,6,3.840994371,1.233941984,NA,0.528169014,2.937805693,0.728420056,NA,0.353030661,NA,1,3,79.37098707,NA,2009,6,1.373358349,1.671328671,NA,0.636590376,NA,NA,NA,0,NA,11,-2.467636022,NA,NA,NA,-1.02847219404023,NA,NA,NA,0.437386687,NA,NA,NA,0.303405011683685,NA,NA,NA,0.108421362,0.124630647606097,NA,NA,0.186710062163147,0.446764867401514,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47_EB",6.19109308719635,NA,7.61953437328339,0.162418223917484,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","PB",0.1,"m^2",NA,NA,NA,0.1,"m^2",50,"Mixed","Drdg",1,3,9890.710764,NA,1997,6,5.343964978,1.052188552,NA,0.629499218,3.14082857,0.271870463,NA,0.197973231,NA,1,3,7016.121807,NA,2007,6,4.375547217,1.560519727,NA,0.5323259,3.787375402,NA,NA,0.242935041,NA,10,-0.968417761,24.2090165418029,NA,NA,-0.199936292535522,1.09465543951331,NA,NA,0.508331175,NA,NA,NA,0.394146593915308,NA,NA,NA,-0.097173318,0.098210834338251,NA,NA,-0.167668715460366,0.307175219320927,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47_PB",NA,NA,NA,NA,NA,NA,NA,NA
"Y","47","Martin et al (2013)","PK",NA,NA,"Formanifera","coastal shelf","Puget Sound","No",NA,"No",NA,"A study that looked at the divertsity and abundance of forms in Puget sound from 1997 to 2010","Fig 4 & 5","PS",0.1,"m^2",NA,NA,NA,0.1,"m^2",51,"Mixed","Drdg",1,3,4282.99957,NA,1998,6,3.351782364,1.48996374,NA,0.714862089,2.476863716,0.177188762,NA,0.015872555,NA,1,3,8.410857704,NA,2009,6,6.425,1.364672365,NA,0.657717136,NA,NA,NA,0,NA,11,3.073217636,NA,NA,NA,0.650704377476947,NA,NA,NA,-0.125291375,NA,NA,NA,-0.0878374099056502,NA,NA,NA,-0.057144953,0.000251938002228025,NA,NA,-0.0833146871722936,0.000493002531618267,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47_PS",4.56241607666016,6949.65283203125,12.9141632715861,0.274687935908635,NA,NA,NA,NA
"Y","53","Kelmo et al. 2013","MH",NA,NA,"Foraminefera","coral reef","Brazil","Yes","El Nino in 97-8 but no change in any other year","No",NA,"Foraminefera","Fig 2a","Northern Bahia",50,"cm^3","El Nino","Uncertain",NA,5e-05,"m^3",52,"Mixed","Drdg",40,NA,NA,NA,1995,4,18.28571429,NA,NA,NA,9.03507903176304,NA,NA,NA,NA,40,NA,NA,NA,2011,4,6.514285714,NA,NA,NA,10.1192885125388,NA,NA,NA,NA,16,-11.771428576,4.6008163277551,-1.215303587581,0.0592310175624204,-1.03212254767751,0.0664297698631643,-1.215303587581,0.0597010173242201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53_Northern Bahia",3.50352643926938,0,29.5531122287114,0.351171787207325,0.0971920996610962,155.84647581051,0.0626369161543551,137.691120942644
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., June: June - Sept)","Table 2","High tide monsoon",20,"m",NA,NA,NA,20,"m",53,"fish","Trwl",48,0,NA,NA,2009,1,16,1.9446063,0.7936153,0.7013685,NA,NA,NA,NA,NA,48,0,NA,NA,2011,1,18,1.8591193,0.773732,0.6432112,NA,NA,NA,NA,NA,2,2,NA,NA,NA,0.117783035656383,NA,NA,NA,-0.0854870000000001,NA,NA,NA,-0.0449566591615158,NA,NA,NA,-0.0581573,NA,NA,NA,-0.0865602958694681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55_High tide monsoon",5.33029079437256,0,4.29463058047824,0.00511793916424116,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., October: October - January)","Table 2","High tide post monsoon",20,"m",NA,NA,NA,20,"m",54,"fish","Trwl",48,0,NA,NA,2008,10,24,2.4187725,0.880952,0.7610861,NA,NA,NA,NA,NA,48,0,NA,NA,2010,10,13,1.4473663,0.692202,0.5642865,NA,NA,NA,NA,NA,2,-11,NA,NA,NA,-0.613104472886409,NA,NA,NA,-0.9714062,NA,NA,NA,-0.513514620027804,NA,NA,NA,-0.1967996,NA,NA,NA,-0.29918439082229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55_High tide post monsoon",5.33029079437256,0,4.29463058047824,0.00511793916424116,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., February: February - May)","Table 2","High tide pre-monsoon",20,"m",NA,NA,NA,20,"m",55,"fish","Trwl",48,0,NA,NA,2009,2,16,2.0038775,0.8109182,0.722746,NA,NA,NA,NA,NA,48,0,NA,NA,2011,2,15,1.7551135,0.7762377,0.6481097,NA,NA,NA,NA,NA,2,-1,NA,NA,NA,-0.0645385211375712,NA,NA,NA,-0.248764,NA,NA,NA,-0.132550526418396,NA,NA,NA,-0.0746363,NA,NA,NA,-0.108997874316208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55_High tide pre-monsoon",5.33029079437256,0,4.29463058047824,0.00511793916424116,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., June: June - Sept)","Table 2","Low tide monsoon",20,"m",NA,NA,NA,20,"m",56,"fish","Trwl",48,0,NA,NA,2009,1,10,1.3737414,0.6087028,0.5966083,NA,NA,NA,NA,NA,48,0,NA,NA,2011,1,7,1.1156983,0.5571558,0.5733555,NA,NA,NA,NA,NA,2,-3,NA,NA,NA,-0.356674943938732,NA,NA,NA,-0.2580431,NA,NA,NA,-0.208057479570773,NA,NA,NA,-0.0232528,NA,NA,NA,-0.0397548409701319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55_Low tide monsoon",5.33029079437256,0,4.29463058047824,0.00511793916424116,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., October: October - January)","Table 2","Low tide post monsoon",20,"m",NA,NA,NA,20,"m",57,"fish","Trwl",48,0,NA,NA,2008,10,11,1.1129073,0.5566227,0.4641184,NA,NA,NA,NA,NA,48,0,NA,NA,2010,10,7,0.6835961,0.326154,0.3512989,NA,NA,NA,NA,NA,2,-4,NA,NA,NA,-0.451985123743057,NA,NA,NA,-0.4293112,NA,NA,NA,-0.487363813262704,NA,NA,NA,-0.1128195,NA,NA,NA,-0.278502264049098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55_Low tide post monsoon",5.33029079437256,0,4.29463058047824,0.00511793916424116,NA,NA,NA,NA
NA,"55","Chaudhuri et al. 2013","JD",1,"cm","estuarine fishes","estuarine","Indian Sundarban","No",NA,"No",NA,"Used first sampling month (e.g., February: February - May)","Table 2","Low tide pre-monsoon",20,"m",NA,NA,NA,20,"m",58,"fish","Trwl",48,0,NA,NA,2009,2,6,0.8498337,0.38206,0.4743012,NA,NA,NA,NA,NA,48,0,NA,NA,2011,2,4,0.4892384,0.230422,0.3529109,NA,NA,NA,NA,NA,2,-2,NA,NA,NA,-0.405465108108164,NA,NA,NA,-0.3605953,NA,NA,NA,-0.552190787048888,NA,NA,NA,-0.1213903,NA,NA,NA,-0.295626945783569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55_Low tide pre-monsoon",5.33029079437256,0,4.29463058047824,0.00511793916424116,NA,NA,NA,NA
"JD","59","Robinson et al. 2013","TI",4,"mm","fish","seagrass","Barkley Sound, BC","No","No","No",NA,"9.2 m long beach seine with 4 mm stretch mesh and a 3.1 m drop. Triplicate beach seines we used so plot area calculated as 9.2(length)*3.1(drop?)* 3(nets)","Figure 3","Meadow HI",85.56,"m^3",NA,NA,NA,85.56,"m^3",59,"fish","Trp",1,3,NA,NA,2004,NA,18.98744912,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2011,NA,21.44165536,NA,NA,NA,NA,NA,NA,NA,NA,7,2.45420624,NA,NA,NA,0.121557353916736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59_Meadow HI",2.54628348350525,218.311955769857,0.0257454849779606,0.000331663046381436,-0.0142679498311399,-4.00398713497745,-1.38164841939532,-440.592840577261
"JD","59","Robinson et al. 2013","TI",4,"mm","fish","seagrass","Barkley Sound, BC","No","No","No",NA,"9.2 m long beach seine with 4 mm stretch mesh and a 3.1 m drop. Triplicate beach seines we used so plot area calculated as 9.2(length)*3.1(drop?)* 3(nets)","Figure 3","Meadow T",85.56,"m^3",NA,NA,NA,85.56,"m^3",60,"fish","Trp",1,3,NA,NA,2004,NA,19.18465779,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2011,NA,16.16559486,NA,NA,NA,NA,NA,NA,NA,NA,7,-3.01906293,NA,NA,NA,-0.171225676408904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59_Meadow T",2.83955246210098,243.470581054688,0.0233098031021655,0,-0.0142679498311399,-4.00398713497745,-1.38164841939532,-440.592840577261
"JD","59","Robinson et al. 2013","TI",4,"mm","fish","seagrass","Gwaii Haanas National Marine Conservation area in northern British Columbia","Yes","MPA created","No","1988","9.2 m long beach seine with 4 mm stretch mesh and a 3.1 m drop. Triplicate beach seines we used so plot area calculated as 9.2(length)*3.1(drop?)* 3(nets)","Figure 3","Meadow RI",85.56,"m^3","MPA creation","Positive",NA,85.56,"m^3",61,"fish","Trp",1,3,NA,NA,2004,NA,20.09591195,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2011,NA,17.43396226,NA,NA,NA,NA,NA,NA,NA,NA,7,-2.66194969,NA,NA,NA,-0.142096250955773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59_Meadow RI",1.94389724731445,0,0.00493110087700188,5.56900013179984e-05,0.00201744194663419,0.949399974778092,-1.45437950652743,-561.454761933298
"JD","59","Robinson et al. 2013","TI",4,"mm","fish","seagrass","Southern Gulf Islands, BC","No","No","No",NA,"9.2 m long beach seine with 4 mm stretch mesh and a 3.1 m drop. Triplicate beach seines we used so plot area calculated as 9.2(length)*3.1(drop?)* 3(nets)","Figure 3","Meadow BM",85.56,"m^3",NA,NA,NA,85.56,"m^3",62,"fish","Trp",1,3,NA,NA,2004,NA,13.007751,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2011,NA,20.43417706,NA,NA,NA,NA,NA,NA,NA,NA,7,7.42642606,NA,NA,NA,0.451663434546017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59_Meadow BM",4.80943012237549,713.466125488281,0.0573363453149796,0.00101907613376776,0.00536813880867306,1.13846746068275,-1.33358688581558,-405.982041306734
"JD","59","Robinson et al. 2013","TI",4,"mm","fish","seagrass","Southern Gulf Islands, BC","No","No","No",NA,"9.2 m long beach seine with 4 mm stretch mesh and a 3.1 m drop. Triplicate beach seines we used so plot area calculated as 9.2(length)*3.1(drop?)* 3(nets)","Figure 3","Meadow CA",85.56,"m^3",NA,NA,NA,85.56,"m^3",63,"fish","Trp",1,3,NA,NA,2004,NA,12.8313253,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2011,NA,9.819277108,NA,NA,NA,NA,NA,NA,NA,NA,7,-3.012048192,NA,NA,NA,-0.267541964852938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59_Meadow CA",4.19782972335815,121.929951985677,0.00598014456530412,3.61390217828254e-05,0.00536813880867306,1.13846746068275,-1.33358688581558,-405.982041306734
